District,Code,State,FIRST,SECOND,THIRD,FOURTH,FIFTH,SIXTH,SEVENTH,EIGHTH,NINTH,TENTH,2003 Invasion of Iraq,Abortion,Abortion-rights movement,Affirmative action,Agricultural subsidies,Aid,Alternative energy,Anti-abortion movements,Basic income,Body worn video,Campaign finance,Campus sexual assault,Capital gains tax,Capital punishment,Charter schools,Chelsea Manning,Climate change,Common core,Confederate states,Corporate tax,DACA,Dakota Access pipeline,Dream act,Drug policy,Drug testing welfare recipients,Economic stimulus,Edward Snowden,Electoral college,Electoral fraud,Electronic Classroom of Tomorrow,Eminent domain,Equal pay for equal work,Estate tax in the United States,Euthanasia,Executive Order 13769,Federal reserve system,First amendment,Flag desecration,Flags of the confederate states,Free trade,Freedom of religion,Gender identity,Gender workplace diversity,Genetically modified organism,Gerrymandering,Global warming,Government spending,Gun control,Health care,Hydraulic fracturing,Immigration,Immigration to the United States,Income tax,Iraq War,ISIS,Islam,Israel boycott,Joint Comprehensive Plan of Action (Iran Deal),Labor Unions in the United States,Legal history of cannabis in the United States,Legality of cannabis,LGBT adoption rights,LGBT rights,Lobbying,Lockheed Martin F-35,Maternity leave in the United States,Medicaid,Medicare,Mental health,Mexico-United States barrier,Military budget,Military service,Minimum wage,NAFTA,National Debt of the United States,National security,National Security Agency,NATO,Net neutrality,No fly list,North Korea and weapons of mass destruction,Nuclear power,Obamacare,Offshore bank,Offshore drilling,Overtime pay,Paris Agreement,Patriot act,Pensions,Planned Parenthood,Political corruption,Prescription costs,PRISM,Prison overcrowding,Private Prisons,Property taxes,Public transportation,Right to work,Russian interference in the 2016 United States elections,Russian military action in Syria,Safe spaces,Same-sex marriage,Sanctuary cities,September 11 attacks,Sick leave,Single-payer healthcare,Social programs in the United States,Social security,Solitary confinement,Space exploration,Student loans in the United States,Syrian civil war,Tariff,Tax Cuts and Jobs Act of 2017,Term limits in the United States,Terrorism,Torture,TPP,Transgender people in the military,U.S. national anthem protests,United Nations,Vaccine controversies,Voter turnout,Voting age,War in Afghanistan,Welfare,Whistleblower,Women in combat,Women's health
Missouri 1st,MO-01,MO,Health care,Immigration,Medicare,Property taxes,Mental health,Medicaid,Minimum wage,Social security,Abortion,Obamacare,0.17,5.32,0.27,1.68,0.01,1.2,0.01,0.69,0.21,0.16,0.76,0.1,0.83,3.46,1.85,0.19,2.46,1.24,1.03,0.84,0.41,0,0.04,0.23,0,0.08,0.25,2.03,0.39,0,0.55,0.06,0.83,1.04,0.12,4.63,1.86,0.06,0.35,0.06,0.54,0.61,0,1.82,1.12,1.15,0.6,1.05,31.23,0.46,15.95,0.27,3.87,0.44,1.43,3.69,0,0.01,0.04,0,1.98,0.01,0.07,1.78,0.52,0,8.55,14.9,9.38,0.09,0.18,0.48,6.54,0.54,0.99,0.4,0.54,0.69,0.31,0,0.01,2.67,5.13,0.01,0.03,0.74,0.54,0.73,4.93,2.96,0.07,0.04,0.01,0,0.13,11.61,0.95,0.16,0.03,0,0.21,0.98,0.22,2.74,0.58,0,0.69,5.9,0.14,0.29,0.21,0.14,2.56,0,0.07,3.29,1.33,0.2,0,0.01,3.51,0.11,1.26,0.2,0.15,0.23,0.45,0.04,1.05
Missouri 2nd,MO-02,MO,Health care,Medicare,Immigration,Property taxes,Mental health,Islam,Social security,Minimum wage,Medicaid,Obamacare,0.33,4.53,0.72,0.86,0,0.41,0.02,0.63,0.02,0.14,0.37,0,0.59,4.23,0.61,0.06,1.57,0.77,1.49,0.4,0.97,0,0.18,0,0,0,0.37,2.44,0.18,0,0.37,0.19,0.37,0.69,0.29,2.52,2.16,0.08,0.31,0.64,0.65,0.17,0,2.23,1.16,1.03,0.64,1.25,15.98,2.19,10.92,0.68,2.49,0.28,4.44,8.04,0,0,0,0.07,2.43,0,0.04,0.88,0.26,0,5.19,13.1,8.71,0.04,0.18,0.43,5.99,0.41,0.59,0.26,1.39,1.17,0.58,0,0,3.41,4.56,0,0.16,0.56,0.26,0.94,2.73,2.82,0.13,0,0.12,0.04,0.47,9.03,0.78,0.18,0,0,0.32,0.81,0.22,4.01,0.16,0,0.8,6,0.04,0.07,0.25,0.57,2.38,0,0.06,2.61,2.4,0.06,0,0,3.03,0.1,1.06,0.04,0.13,0.09,0.33,0,1.05
Missouri 3rd,MO-03,MO,Health care,Immigration,Medicare,Mental health,Property taxes,Medicaid,Abortion,Social security,Minimum wage,September 11 attacks,0.1,6.3,0.31,0.96,0.08,1.22,0.06,0.71,0.11,0.24,0.4,0.02,0.55,2.69,0.87,0.06,2.1,1.19,1.1,0.37,0.51,0.18,0.07,0.02,0,0.02,0.38,1.05,0.17,0,0.5,0.09,0.23,1.26,0.11,3.05,1.89,0.07,0.28,0.26,0.35,0.39,0,1.94,1.22,1.06,0.39,0.88,25.13,0.94,12.02,0.5,2.52,0.44,1.53,3.6,0,0.1,0.02,0,2.37,0,0,1.08,0.28,0,6.44,11.51,10.34,0.17,0.06,0.54,5.53,0.31,0.75,0.11,0.48,0.89,0.58,0.02,0,2.71,3.76,0.09,0.1,0.43,0.44,1.05,2.61,3.44,0.04,0,0,0.02,0.13,8.07,0.95,0.22,0,0,0.15,0.73,0.28,3.89,0.23,0,0.87,5.53,0.06,0.23,0.15,0.04,1.97,0,0,3.61,2.03,0,0,0,2.39,0.04,1.22,0.26,0.06,0.37,0.41,0.06,1.06
Missouri 4th,MO-04,MO,Health care,Immigration,Medicare,Mental health,Medicaid,Minimum wage,September 11 attacks,Federal reserve system,Abortion,Social security,0.54,5.65,0.2,0.73,0.15,0.76,0,0.84,0,0.28,0.21,0.07,0.43,4.25,0.64,0.18,1.56,0.96,2.03,0,0.38,0,0.05,0,0,0,0.41,1.34,0.05,0,0.05,0.08,0.08,0.93,0,5.76,2.03,0.08,1.17,0,0.35,0,0,0.94,0.54,1.75,0.29,2.4,17.74,0,12.29,0.38,3.82,1.31,1.19,2.21,0,0,0.1,0,3.02,0,0.14,5.03,0.15,0,7.62,10.05,9.73,0.32,0.1,1.26,7.14,0,0.94,0.27,0.42,2.43,0.08,0,0,5.6,2.36,0,0.1,0.23,0.24,0.2,2.89,1.69,0.16,0.18,0,0,0.21,5.36,0.51,0.15,0,0,0.59,1.28,0,6.53,0.44,0,0.25,5.65,0,0.08,0.18,0.08,1.79,0,0.08,3.69,1.42,0.1,0,0,3.04,0.24,0.57,0.08,0.51,0.28,0.42,0,0.42
Missouri 5th,MO-05,MO,Health care,Medicare,Immigration,Property taxes,Medicaid,Mental health,Social security,Abortion,Minimum wage,Islam,0.02,4.73,0.26,0.6,0.05,0.7,0.03,0.68,0.04,0.14,0.5,0.03,0.51,2.8,1.22,0.15,1.48,1.01,1.24,0.24,1.17,0.02,0.11,0.08,0.02,0.01,0.29,0.94,0.26,0.01,0.18,0.1,0.24,0.41,0.11,3.18,1.74,0.03,0.61,0.11,0.16,0.18,0,0.6,0.73,1.03,0.4,0.74,20.66,0.47,11.96,0.36,2.65,0.12,0.92,3.79,0.01,0.03,0.06,0,2.3,0.06,0.04,0.79,0.27,0,8.53,14.34,8.44,0.13,0.09,0.32,4.08,0.32,0.6,0.33,0.56,0.57,0.22,0.03,0,1.03,3.21,0,0.05,0.76,0.14,0.46,2.33,2.55,0.1,0.05,0.02,0.04,0.08,10.23,0.8,0.19,0.01,0,0.07,0.59,0.31,2.61,0.48,0,0.54,6.05,0.06,0.23,0.09,0.15,1.96,0,0.09,2,1.17,0.1,0,0,1.73,0.16,0.63,0.21,0.03,0.25,0.35,0.03,1.09
Missouri 6th,MO-06,MO,Health care,Immigration,Mental health,Capital punishment,Medicare,Medicaid,Property taxes,Iraq War,Abortion,Social security,1.39,6.08,0.18,0.19,0,0.28,0.18,2.1,0,0.09,0.09,0,0.27,10.39,0,0,1,0.36,0.97,0.09,0.28,0,0.29,0,0,0,0.38,1.11,0.09,0,0.68,0.09,0.18,1.82,0,3.56,2.76,0,0.65,0,0.09,0,0,0.66,1.97,1.78,0.09,2.86,22.37,0,22.03,0.46,4.01,6.96,0.38,5.81,0,0,0,0,1.16,0.09,0,1.27,0.18,0,8.56,8.75,11.76,0.09,0.09,0.37,4.6,0.1,0.62,0.38,0.28,0.36,0.26,0,0,4.12,3.93,0,0,0.09,0.27,0.27,3.17,1.18,0.19,0.09,0,0,0.09,7.16,0.18,0,0,0.09,0,2.4,0.09,4.51,0.18,0,0.53,6.06,0,0.27,0,1.07,2.38,0,0,2.85,1.98,0,0,0,5.02,0.27,0.45,1.01,0,0.18,0.09,0,0.66
Missouri 7th,MO-07,MO,Immigration,Medicare,Health care,Medicaid,Mental health,Minimum wage,Property taxes,Confederate states,Social security,Abortion,0.09,3.96,0.34,0.73,0,0.99,0,0.56,0,0.09,0.82,0,0.79,2.4,1.47,0,0.89,2.27,4.41,0.36,0.73,0,0.19,0.09,0,0,0.53,0.65,0.27,0,0.1,0,0.17,0.09,0.09,1.22,1.17,0,0.45,0.27,0.09,0.09,0,0.73,0.83,0.43,0.27,1.44,9.27,0.36,16.68,1.43,3.85,0.18,0.46,2.76,0,0,0,0,1.57,0,0,1.23,0.18,0,8.72,9.89,7.39,0,0.26,0.63,6.91,0.46,0.43,0,0.37,0.87,0.43,0.09,0,1.47,1.81,0,0,0.9,0.8,0.17,1.96,1.14,0.28,0,0,0,0,4.81,0.52,0,0,0,0.18,0.72,0.26,3.27,1.13,0,0.35,4.12,0,0.35,0.17,0,3.01,0,0.18,2.8,0.86,0.37,0,0,3.6,0,1.06,0.09,0.09,0.17,0.36,0,0.92
Missouri 8th,MO-08,MO,Health care,Medicare,Medicaid,Immigration,Minimum wage,Obamacare,Confederate states,Abortion,Mental health,Social security,0.42,4.82,0,0,0,0.44,0,0.46,0,0,0.45,0,0.86,1.82,0,0.43,0.42,0.85,5,0.44,0,0,0,0,0,0,0,0.86,0,0,0,0.88,0,0.43,0,1.7,2.62,0,0.44,0,0.42,0.44,0,0.43,0.88,0.85,0.44,2.2,10.45,0,6.31,0,3.12,0.45,1.34,2.11,0,0.42,0,0,1.7,0,0,0,0,0,10.06,10.08,4.2,0.42,0,0.88,5.91,0.45,0.43,0,0,0.84,0.84,0,0,0.42,5.04,0,0,0,0,0,2.17,0.85,2.67,0,0,0,0,1.25,0,0,0,0,0.44,0.45,0,2.65,0,0,0.84,4.17,0,0,0,0,0.84,0,0.43,3.5,0.83,0.45,0,0,3.82,0,0.43,0,0.42,0,0,0,0.43
Mississippi 1st,MS-01,MS,Health care,Medicare,Immigration,Medicaid,Mental health,Common core,Capital punishment,Confederate states,Abortion,September 11 attacks,1.79,4.09,0.12,0.42,0.04,0.71,0,0.44,0,0.25,0.38,0.16,0.57,5.87,0.16,0,1.13,5.9,5.86,0.29,0.17,0.09,0.22,0.17,0.12,0,0.07,3.5,0.04,0,0.13,0.13,0.12,0.78,0.04,3.2,0.62,0,2.39,0.38,0.2,0.13,0,3.59,0.55,0.28,0.54,0.38,18.25,0.43,13.19,0.5,3.32,0.25,2.64,2.72,0.04,0.04,0.21,0,1.17,0,0,1.35,0.08,0,12.47,14.3,6.58,0,0.25,0.13,3.37,0.26,0.2,0.17,0.42,0.56,0.2,0,0,2.37,3.92,0,0.04,0.37,0.16,0.44,2.81,0.53,0.3,0.04,0,0.38,0.29,0.48,0.48,0.12,0,0,0.08,0.72,0.08,4.05,0.24,0,0.92,3.94,0.08,0,0.08,0.32,1.28,0,2.37,2.68,2.34,0.13,0,0,2.48,0.04,0.69,0.12,0.12,0.24,0.17,0,0.13
Mississippi 2nd,MS-02,MS,Health care,Medicaid,Medicare,Immigration,Mental health,Abortion,Social security,Common core,Islam,Capital punishment,0.05,5.29,0.25,0.15,0.02,0.99,0.05,0.15,0.02,0.27,0.3,0.02,0.45,2.6,1.02,0.02,0.79,3.2,1.9,0.07,0.57,0,0.1,0.02,0,0,0.18,0.77,0.14,0.02,0.18,0.1,0.07,0.48,0.07,1.34,0.6,0.02,0.73,0,0.18,0.14,0,0.62,0.8,1.14,0.2,0.61,22.29,0.42,8.76,0.39,1.65,0.22,0.83,2.71,0,0,0.05,0,0.87,0,0,0.73,0.17,0,18.89,9.49,8.03,0.02,0.14,0.22,1.97,0.25,0.39,0.15,0.22,0.44,0.14,0,0,1.3,2.2,0,0.19,0.76,0.05,0.23,1.56,0.76,0.1,0,0,0.1,0.07,1.92,0.44,0.12,0,0,0.1,0.68,0.05,2,0.05,0,0.23,5.16,0.05,0.09,0.12,0.05,0.99,0,0.1,1.68,0.97,0.15,0,0,1.13,0.02,0.43,0.05,0.05,0.09,0.27,0,0.98
Mississippi 3rd,MS-03,MS,Medicaid,Health care,Common core,Medicare,Immigration,Mental health,Abortion,Islam,Obamacare,Pensions,0.68,5.42,0.13,0.07,0.01,1.16,0.02,0.08,0.01,1.48,0.15,0.01,0.22,2.7,0.51,0.01,0.4,9.65,2.94,0.04,0.28,0,0.05,0.01,0,0,0.09,1.8,0.07,0.01,0.09,0.05,0.04,0.24,0.04,2.68,0.99,0.01,0.36,0,0.09,0.07,0,0.31,0.4,0.57,0.1,0.99,17.73,0.21,7.03,0.2,2.24,0.81,0.42,5.31,0,0,0.02,0,0.43,0,0,0.37,0.08,0,18.73,9.53,6.66,0.01,0.07,0.11,2.96,0.12,0.86,0.07,0.11,0.89,0.07,0,0,0.65,3.76,0,0.09,0.38,0.02,0.12,3.51,1.14,0.05,0,0,0.05,0.04,1.61,0.22,0.06,0,0,0.05,1.75,0.02,2.39,0.02,0,0.78,3.24,0.02,0.05,0.06,0.02,1.82,0,0.05,2.23,1.79,0.07,0,0,0.57,0.01,0.21,0.02,0.02,0.05,0.13,0,1.19
Mississippi 4th,MS-04,MS,Health care,Medicaid,Medicare,Mental health,Immigration,Social security,Common core,Abortion,September 11 attacks,Capital punishment,0.09,3.65,0.18,0.39,0,1.25,0.15,0.3,0,0.15,0.4,0,0.47,2.79,1.01,0,0.79,4.13,1.99,0.15,0.3,0.05,0.05,0,0.05,0,0.15,0.52,0.05,0,0.16,0.15,0.19,0.24,0,1.14,0.88,0.1,1.03,0.14,0.14,0.39,0,0.6,0.84,0.42,0.97,0.49,22.54,0.24,8.39,0.15,2.27,0.56,0.6,2.37,0,0.05,0,0,1.24,0,0,0.7,0.14,0,21.61,11.74,11.19,0.05,0.14,0.54,2.72,0.05,0.89,0.3,0.24,1.11,0.33,0,0,0.65,2.3,0,0.14,0.43,0.15,0.44,1.76,1.7,0.15,0,0.05,0.05,0.05,2.65,1.26,0.09,0,0,0,0.8,0.05,2.86,0.19,0,0.39,4.95,0.05,0.28,0.1,0.09,0.95,0,0.05,2.38,1.26,0,0,0,1.55,0.24,0.29,0,0,0.05,0.29,0.05,0.96
Montana At-Large,MT-AL,MT,Health care,Medicaid,Medicare,Immigration,Property taxes,Mental health,Social security,Capital punishment,Planned Parenthood,Abortion,0.1,4.23,0.32,0.89,0,1.2,0.11,0.64,0.03,0.08,0.7,0,0.46,4.53,0.58,0.14,2.16,1.85,1.27,0.25,0.41,0,0.06,0.05,0,0,0.12,1.14,0.32,0,0.03,0.21,0.57,0.51,0.08,1.09,1.01,0.07,0.36,0.14,0.31,0.36,0,1.64,0.72,1.22,0.36,1.04,21.1,0.57,11.42,0.2,3,0.18,0.96,1.14,0.02,0.02,0.05,0.02,1.21,0.05,0.05,1.21,0.17,0,14.29,12.5,7.63,0.16,0.21,0.48,3.93,0.19,0.69,0.14,0.4,0.67,0.39,0,0,1.79,3.34,0.05,0.18,1.04,0.05,0.42,1.97,4.36,0.12,0.03,0.03,0.05,0.08,8.96,1.31,0.03,0,0,0.11,0.88,0.59,2.84,0.44,0,0.41,5.1,0.15,0.26,0.15,0.13,1.29,0,0.08,1.86,1.53,0.15,0,0.03,2.32,0.18,0.51,0.1,0.08,0.15,0.32,0,0.71
North Carolina 1st,NC-01,NC,Health care,Medicare,Immigration,Medicaid,Mental health,Property taxes,Abortion,Social security,Common core,Islam,0.25,5.87,0.04,0.64,0,1.08,0.13,0.09,0.03,0.05,0.21,0.04,0.83,3.47,1.99,0.06,2.27,3.81,2.86,0.18,0.56,0,0.08,0.08,0,0,0.15,1.38,0.23,0,0.15,0.07,0.07,1.08,0.12,1.77,1.15,0.04,1.71,0.45,0.14,0.25,0,1.87,0.82,0.86,0.17,0.73,27.09,1,10.56,0.28,3.15,0.11,2.36,3.77,0,0.11,0.01,0,2.31,0.03,0.01,0.45,0.11,0,10.11,14.36,6.45,0.08,0.13,0.12,3.34,0.51,0.49,0.54,0.27,0.52,0.2,0.01,0,2.36,2.98,0.02,0.06,0.26,0.21,0.53,2.72,1.33,0.09,0.04,0.03,0,0.03,6.2,0.52,0.03,0,0,0.08,0.45,0.17,2.46,0.25,0,0.26,5.43,0.04,0.12,0.13,0.11,1.4,0,0.04,2.67,1.73,0.34,0,0.02,2.93,0.03,1.22,0.11,0.02,0.64,0.18,0.02,1.63
North Carolina 2nd,NC-02,NC,Health care,Immigration,Mental health,Common core,Medicare,Nuclear power,Medicaid,September 11 attacks,Islam,Social security,0.48,2.65,0.13,0.74,0,0.67,0.21,0.3,0,0.14,0.59,0,0.93,1.86,1.35,0,1.44,7.23,1.74,0,0.84,0.12,0.45,0,0,0,0.92,2.18,0.53,0,0.29,0.44,0,0.9,0,1.33,1.48,0.15,0.6,0.66,0.64,0.14,0,1.3,0.86,2.8,0.59,0.83,17.75,0.53,12.95,0.22,1.57,0.1,1.38,3.91,0,0,0,0,1.16,0,0,2.56,0.16,0,6.17,7.14,7.58,0,0,0.4,3.1,0,0.68,0.28,0.59,0.21,0.1,0,0,6.18,3.17,0,0.13,0.15,0.15,0.51,1.51,0.86,0.56,0.11,0,0,0,3.17,0.27,0,0,0,0.44,0.69,0.71,4.47,0.45,0,0.26,3.54,0,0.25,0.37,0.42,3.17,0,0,3.24,1.76,0,0,0,2.36,0.13,1.22,0.11,0.24,0.28,0.38,0,0.25
North Carolina 3rd,NC-03,NC,Common core,Health care,Social security,Immigration,Mental health,Medicaid,Property taxes,Medicare,September 11 attacks,Income tax,1.28,1.37,0,1.23,0,0.38,0,0.26,0,0,0,0,0.12,2.12,0.24,0,1.24,10.7,1.06,0.12,0.13,0,0,0,0,0,0.12,0.26,0.49,0,0.13,0,0.12,2.74,0,0.24,0.62,0,0.13,0,0,2.45,0,0.13,1.44,2.04,0,2.44,10.57,0.13,9.58,0.25,5.89,0.12,0.25,3.91,0,0,0,0,1.09,0,0,0.24,0.12,0,7.48,7.08,8.57,0.25,0.24,0.12,3.53,0.13,0.48,0.13,1.49,1.41,0.12,0,0,1.8,3.35,0,0,1.33,0,0,0.49,0.24,1.62,0,0,0.13,0.12,7.35,0.24,0,0,0,0.12,0,0.12,6.18,0.12,0,1.17,9.86,0,0,0.12,0,1.07,0,0,1.85,0.36,0,0,0.13,0.49,0,0.12,1.21,0.12,0.12,0.13,0,1.01
North Carolina 4th,NC-04,NC,Health care,Immigration,Medicare,Medicaid,Mental health,Property taxes,Social security,Islam,Income tax,Obamacare,0.04,3.51,0.24,0.67,0.01,0.83,0.1,0.32,0.01,0.18,0.49,0.01,0.84,2.71,3.42,0.09,2.04,1.6,1.38,0.38,0.94,0,0.12,0.02,0,0,0.24,1.19,0.37,0.07,0.19,0.11,0.16,0.44,0.18,1.9,0.85,0.09,0.48,0.14,0.24,0.09,0,2.25,1.05,1.21,0.32,0.61,24.48,0.55,13.87,0.3,4,0.33,1.09,4.23,0,0.05,0.03,0,1.51,0,0.01,0.76,0.21,0,8.06,11.39,6.48,0.06,0.14,0.49,2.48,0.39,0.61,0.12,0.66,0.77,0.32,0.01,0,2.33,3.69,0.04,0.06,0.59,0.22,0.59,2.67,1.47,0.31,0.04,0.05,0.01,0.14,6.28,0.85,0.08,0,0,0.08,0.61,0.34,2.68,0.49,0,0.33,5.09,0.03,0.33,0.16,0.22,2.24,0,0.01,2.7,1.08,0.07,0,0,2.17,0.14,1.01,0.16,0.09,0.13,0.15,0,1.3
North Carolina 5th,NC-05,NC,Health care,Medicare,Medicaid,Immigration,Social security,Obamacare,Nuclear power,Property taxes,Capital punishment,Islam,1,1.04,0,0,0,2.09,0,0,0,0,0,0,1.03,3.16,1.99,0,0,1.01,0.98,0,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,2.07,0,1.05,1.04,32.69,0,11.97,0,1.06,0,0,2.98,0,0,0,0,0.99,0,0,1.04,0,0,15.75,19.6,2.97,0,1.02,0,0,0,0.99,0,0,0,0.99,0,0,3.99,5.97,0,0,0,0,0,2.06,2.02,1.06,0,0,0,0,3.95,0.99,0,0,0,0,0,0,1.05,0,0,0,6.94,0,0,0,0,0,0,0,1.05,0.98,0,0,0,1.01,0,0,0,0,0,0,0,2.12
North Carolina 6th,NC-06,NC,Health care,Immigration,Medicaid,Medicare,Mental health,Tariff,Abortion,Social security,Capital punishment,Islam,0.24,7.73,0.06,0.9,0.03,1.36,0.72,0.28,0,0.14,0.59,0,0.2,6.21,2.93,0.1,2.7,3.36,3.25,0.28,1.72,0.04,0.07,0.03,0.1,0,0.4,3.94,0.43,0,0.48,0.14,0.1,0.82,0.07,1.58,2.52,0,0.8,0.72,0.76,0.03,0,2.56,1.39,3,0.43,2.19,19.97,1.64,14.36,0.48,2.65,0.14,1.27,4.64,0,0,0,0.04,2.25,0.03,0.15,0.87,0.5,0,10.61,9.98,8.89,0,0.31,0.82,3.22,0.26,0.45,0.53,1.17,1.13,0.69,0.04,0,4.56,3.86,0,0,0.49,0.91,0.32,2.63,1.92,1.13,0.04,0,0.07,0.25,3.21,1.19,0.07,0,0,0,1.85,0.17,3.1,0.59,0,0.72,7.03,0.25,0.24,0.38,0.36,7.82,0,0.03,4.09,1.36,0.07,0,0.03,2.44,0.15,0.78,0.22,0.31,0.43,0.21,0,1.15
North Carolina 7th,NC-07,NC,Health care,Medicare,Immigration,Medicaid,Mental health,Property taxes,Social security,Nuclear power,Terrorism,September 11 attacks,1.16,3.11,1.54,1.09,0.14,0.69,0,0.15,0.14,0,0,0,0.57,3.45,1.85,0.14,1.36,2.49,2.79,0,1.39,0,0,0,0,0,0,0.86,0.3,0,0,0,0,0.82,0,0.3,1.18,0.16,0.68,0,0.67,0,0,0.81,0.84,0.66,0.14,0.75,14.48,3.34,10.74,0.16,2.05,0.7,0.33,2.37,0,0,0,0,2.03,0,0,1.29,0,0,9.18,13.39,6.92,0,0,0.85,3.4,0.46,0.67,0.55,0,0.14,0,0,0,4.77,2.89,0,0.37,1.45,1.2,0.41,1.75,0.96,0,0.16,0,0,0.38,6.9,0.51,0.14,0,0,0,0.55,0.51,3.57,0.37,0,1.5,5.57,0,0.14,0.14,0.37,2.85,0,0,4.18,1.81,0,0,0,2.88,0,1.05,0.14,0.14,0,0,0,0.53
North Carolina 8th,NC-08,NC,Health care,Immigration,Mental health,Medicare,Medicaid,Islam,Terrorism,Capital punishment,Social security,Abortion,0.78,4.55,0.3,0.45,0,1.42,0.77,0.25,0,0.1,0.16,0,0.66,5.25,1.63,0.08,1.18,2.02,1.36,0.4,0.53,0,0.05,0,0,0,0.21,1.47,0.26,0,0.32,0,0,0.21,0.45,1.62,0.6,0.05,0.72,0.51,0.13,0.16,0,1.31,0.76,1.52,0.66,1.03,17.57,0.43,14.64,0.44,2.8,0.53,4.06,5.8,0,0,0,0,1.8,0,0,0.41,0.54,0,7.45,7.89,8.65,0.1,0.2,1.36,2.92,0.49,0.59,0.75,1.78,2.43,0.21,0,0,3.06,2.24,0.1,0.1,0.46,0.11,0.43,1.79,1.74,0.08,0.34,0,0,0.19,4.15,0.89,0,0,0,0.05,0.89,0.76,4.55,0.42,0,0.45,4.86,0,0.81,0,0.38,2.06,0,0,5.32,1.82,0.07,0,0,1.62,0.11,0.47,0.2,0.14,0.07,0.23,0.28,2.24
North Carolina 9th,NC-09,NC,Health care,Immigration,Medicare,Medicaid,Mental health,Social security,Abortion,Capital punishment,Property taxes,Minimum wage,0.62,5.15,0.09,0.72,0,0.82,0.08,0.27,0.05,0.01,0.16,0.01,0.82,4.15,2.07,0.04,0.64,2.49,1.69,0.24,0.61,0,0.07,0.06,0.1,0.03,0.14,1.16,0.14,0,0.06,0.18,0.02,0.32,0.31,1.69,1.02,0.01,0.57,0.07,0.1,0.16,0,1.73,1.04,1.15,0.56,1.41,17.93,0.22,11.23,0.35,2.74,0.2,0.97,2.68,0,0,0.03,0,1.45,0.2,0.09,0.21,0.22,0,8.13,11.08,7.72,0.22,0.16,0.64,3.57,0.33,0.55,0.33,0.46,0.67,0.17,0,0,2.2,2.77,0.04,0.01,0.41,0.05,0.18,1.61,1.41,0.37,0.03,0,0.01,0.05,3.99,0.38,0.01,0,0,0.01,0.58,0.11,3.45,0.28,0,0.98,5.9,0.05,0.01,0.06,0.56,1.82,0,0.02,3.17,1.2,0.04,0,0.02,1.74,0.06,0.77,0.04,0.2,0.21,0.2,0,0.56
North Carolina 10th,NC-10,NC,Health care,Immigration,Medicare,Medicaid,Mental health,Social security,Property taxes,Obamacare,Pensions,Abortion,0.57,3.41,0.2,0.18,0,1.27,0.43,0.3,0.01,0.12,0.23,0,0.95,3.24,1.73,0.12,1.68,2.44,2.73,0.75,0.81,0.01,0.12,0.08,0,0.02,0.21,0.48,0.73,0,0.11,0.06,0.07,0.97,0.04,0.69,1.91,0,0.4,0.12,0.14,0.75,0,1.97,0.33,1.93,0.14,1.57,17.95,0.91,13.92,0.22,2.29,0.24,1.95,2.73,0,0.02,0.07,0.01,1.8,0.05,0.05,0.35,0.61,0,10.39,12.32,8.54,0.06,0.07,0.3,2.4,0.21,0.83,0.46,0.43,0.17,0.66,0,0,2.43,3.91,0,0.53,0.63,0.12,0.18,3.87,1.07,0.35,0.04,0,0.07,0.54,4.21,1.52,0,0,0,0.03,0.54,0.08,3.02,0.39,0,0.39,5.2,0.27,0.1,0.12,0.21,2.71,0,0.01,2.9,1.86,0.04,0,0,2.16,0.13,0.76,0.07,0.03,0.23,0.26,0,0.58
North Carolina 11th,NC-11,NC,Health care,Immigration,Medicare,Mental health,Medicaid,United Nations,Social security,Obamacare,Capital punishment,Property taxes,0.37,2.32,0.12,0.41,0,1.28,0.05,0.41,0,0,0.39,0.05,0.47,3.63,1.63,0.06,3.02,1.13,3.49,0.11,0.6,0,0.19,0.06,0,0,0.39,1.31,0.61,0,0.07,0.24,0.05,0.17,0.07,1.13,0.64,0,1.82,0.12,0.44,0.35,0,0.93,2.2,1.5,0.42,0.79,29.2,0.18,14.35,0.49,2.26,0.32,1.57,3.09,0,0,0,0.07,2.54,0,0,0.68,0.18,0,9.47,12,9.58,0.07,0.22,0.42,2.75,0.19,1.04,0.13,0.52,0.81,0,0,0,2.3,3.71,0,0.05,0.18,0.29,0.47,1.86,0.41,0.87,0,0,0,0,3.54,0.64,0.13,0,0,0.18,0.71,0.38,2.7,0.29,0,0.81,4,0.34,0.12,0,0.18,2.38,0,0,2.47,1.86,0,0,0.27,4.36,0,0.78,0.11,0,0.05,0.13,0,0.69
