District,Code,State,FIRST,SECOND,THIRD,FOURTH,FIFTH,SIXTH,SEVENTH,EIGHTH,NINTH,TENTH,2003 Invasion of Iraq,Abortion,Abortion-rights movement,Affirmative action,Agricultural subsidies,Aid,Alternative energy,Anti-abortion movements,Basic income,Body worn video,Campaign finance,Campus sexual assault,Capital gains tax,Capital punishment,Charter schools,Chelsea Manning,Climate change,Common core,Confederate states,Corporate tax,DACA,Dakota Access pipeline,Dream act,Drug policy,Drug testing welfare recipients,Economic stimulus,Edward Snowden,Electoral college,Electoral fraud,Electronic Classroom of Tomorrow,Eminent domain,Equal pay for equal work,Estate tax in the United States,Euthanasia,Executive Order 13769,Federal reserve system,First amendment,Flag desecration,Flags of the confederate states,Free trade,Freedom of religion,Gender identity,Gender workplace diversity,Genetically modified organism,Gerrymandering,Global warming,Government spending,Gun control,Health care,Hydraulic fracturing,Immigration,Immigration to the United States,Income tax,Iraq War,ISIS,Islam,Israel boycott,Joint Comprehensive Plan of Action (Iran Deal),Labor Unions in the United States,Legal history of cannabis in the United States,Legality of cannabis,LGBT adoption rights,LGBT rights,Lobbying,Lockheed Martin F-35,Maternity leave in the United States,Medicaid,Medicare,Mental health,Mexico-United States barrier,Military budget,Military service,Minimum wage,NAFTA,National Debt of the United States,National security,National Security Agency,NATO,Net neutrality,No fly list,North Korea and weapons of mass destruction,Nuclear power,Obamacare,Offshore bank,Offshore drilling,Overtime pay,Paris Agreement,Patriot act,Pensions,Planned Parenthood,Political corruption,Prescription costs,PRISM,Prison overcrowding,Private Prisons,Property taxes,Public transportation,Right to work,Russian interference in the 2016 United States elections,Russian military action in Syria,Safe spaces,Same-sex marriage,Sanctuary cities,September 11 attacks,Sick leave,Single-payer healthcare,Social programs in the United States,Social security,Solitary confinement,Space exploration,Student loans in the United States,Syrian civil war,Tariff,Tax Cuts and Jobs Act of 2017,Term limits in the United States,Terrorism,Torture,TPP,Transgender people in the military,U.S. national anthem protests,United Nations,Vaccine controversies,Voter turnout,Voting age,War in Afghanistan,Welfare,Whistleblower,Women in combat,Women's health
Massachusetts 7th,MA-07,MA,Health care,Immigration,Mental health,Medicare,Climate change,United Nations,Islam,Minimum wage,Abortion,September 11 attacks,0.06,3.39,0.06,1.85,0,1.54,0.07,0.19,0,0.06,1.4,0,1.14,2.51,1.96,0.2,6.4,1.21,1.07,0.27,0.75,0.2,0.21,0.07,0,0.14,0.26,0.8,0.2,0,0.27,0.2,0.34,0.64,0.27,3,0.6,0.07,0.6,0.45,0.46,0.26,0,0.58,0.57,2.09,0.82,0.72,24.45,0.46,15.26,0.46,3.14,0.52,1.15,4.39,0.07,0.19,0.2,0,2.42,0,0,0.64,0.31,0,2.61,8.09,9.88,0,0.27,0.13,3.53,0.6,0.74,0.48,0.52,2.14,0.33,0.06,0,1.54,1.5,0,0.26,0.7,0.52,0.19,1.83,1.72,0.07,0,0,0,0.06,2.11,2.52,0.13,0.06,0,0.2,1.92,0.13,3.33,1.16,0,0.39,3.24,0.06,0.06,0.13,0.2,1.9,0,0.13,3.22,1.15,0.2,0,0,5.62,0.21,1.09,0,0.19,0.45,0.21,0,1.42
Massachusetts 8th,MA-08,MA,Health care,Immigration,Mental health,Medicare,Social security,Climate change,Minimum wage,United Nations,Abortion,September 11 attacks,0.25,3.85,0.3,0.8,0.05,1.17,0.03,0.3,0.05,0.16,0.38,0.01,0.78,2.18,2.78,0.18,4.71,1.76,0.75,0.33,0.61,0,0.13,0.1,0,0,0.63,1.21,0.24,0,0.06,0.19,0.11,0.52,0.12,1.73,0.64,0.03,0.22,0.09,0.08,0.29,0,0.7,0.97,2.22,0.4,1.24,21.9,0.36,12.5,0.6,2.41,0.32,1.34,3.02,0,0.04,0.1,0.04,1.51,0.05,0.06,0.33,0.2,0,2.34,8.18,8.27,0.13,0.15,0.27,4.37,0.37,0.82,0.15,0.17,0.5,0.26,0.01,0,1.24,1.34,0.01,0.15,0.76,0.23,0.22,2.89,1.23,0.21,0,0.01,0,0.12,1.93,1.45,0.01,0,0,0.07,0.62,0.38,3.24,0.58,0,0.53,4.87,0.55,0.3,0.1,0.29,1.27,0,0.01,2.07,0.87,0.11,0,0.07,3.88,0.07,0.59,0.17,0.06,0.33,0.76,0,0.77
Massachusetts 9th,MA-09,MA,Health care,Immigration,Medicare,Social security,Abortion,Mental health,Islam,Minimum wage,Charter schools,September 11 attacks,0.62,5.48,0,0.73,0,0.77,0.03,0.08,0.09,0.26,0.15,0.08,1.21,1.56,2.99,0.24,1.89,1.47,1.05,0.14,0.3,0,0.27,0,0,0,0.64,0.96,0.46,0,0.17,0.04,0.5,0.22,0,1,0.64,0.17,0.3,0.04,0,0.08,0,0.6,0.21,0.93,0.11,0.32,18.4,0.33,10.66,0.66,1.71,0.22,1.21,3.78,0,0.01,0.06,0,1.32,0,0.03,0.56,0.37,0,1.37,9.48,5.3,0.07,0.16,0.21,3.6,0.45,0.51,0.03,0.33,0.28,0.17,0,0,1.12,0.8,0.09,0,0.6,0.2,0.01,2.08,1.47,0.1,0.03,0,0,0.32,2.27,1.21,0.1,0,0,0.06,0.72,0.12,2.89,0.9,0,0.5,7.34,0.03,0.03,0.15,0.21,2.02,0,0.01,1.36,1.41,0,0,0,2.55,0.03,0.32,0.01,0.01,0.45,0.28,0,0.74
Maryland 1st,MD-01,MD,Health care,Social security,Medicare,Immigration,Mental health,Minimum wage,Medicaid,Common core,Abortion,Climate change,0.69,3.88,0,0.14,0.05,2.45,0,0.1,0.05,0.1,0.63,0.05,0.35,1,0.2,0.05,3.12,3.96,0.4,0.05,1.01,0,0.05,0,0,0,0.05,0.69,0.1,0.66,0.1,0,0.15,0.73,0.1,1.72,1.39,0,0.2,0.1,0.2,0.24,0,0.34,0.7,0.59,0.28,0.1,28.06,0.2,11.27,0.15,1.68,1.62,0.24,2.75,0,0,0,0,2.07,0,0,0.38,0.14,0,4.95,11.53,6.72,0,0.05,0.15,6.61,0.77,1.07,0.05,0.94,0.77,0.54,0,0,2.5,0.79,0,0.05,0.43,0,0.05,3.01,0.86,0.1,0,0,0,0.14,2.38,1.58,0.05,0,0,0,0.19,0.1,2.77,0.54,0,1.35,11.96,0,0.24,0.05,0,0.39,0,0,1.84,1.99,0,0,0,1.96,0,0.1,0,0.29,0.61,0.1,0,2.02
Maryland 2nd,MD-02,MD,Health care,National Security Agency,Social security,Immigration,Mental health,Medicare,Medicaid,Islam,Common core,September 11 attacks,0.18,4.46,0.11,0.82,0,1.01,0.06,0.31,0.02,0.11,0.33,0.02,0.28,2.24,1.11,0.4,3.21,4.77,0.93,0.22,1.29,0,0.12,0.22,0,0.08,0.48,1.06,0.65,0,0.06,0.08,0.32,0.95,0.1,1.87,0.63,0.05,0.09,0.19,0.19,0.17,0,1.43,1.01,1.54,0.61,0.66,15.58,0.2,9.84,0.5,2.82,0.55,1.38,5.08,0,0,0.06,0,1.93,0,0.02,0.65,0.8,0,5.47,8.77,9.38,0.02,0.32,0.91,4.32,0.43,1.1,2.2,13.77,2.06,0.77,0.05,0,1.71,2.41,0,0.09,0.65,0.35,0.14,3.96,2.03,0,0.02,0.25,0,0.48,3.93,1.19,0.05,0.07,0,0.34,0.66,0.23,4.67,0.57,0,0.49,9.96,0.06,0.06,0.25,0.24,2.08,0,0.05,3.55,1.44,0.04,0,0.11,2.85,0.08,0.35,0.08,0.55,0.27,0.28,0.02,0.93
Maryland 3rd,MD-03,MD,Health care,Immigration,Medicare,Social security,Islam,Medicaid,National Security Agency,Mental health,Property taxes,Minimum wage,0.22,4.02,0,0.5,0,1.48,0,0.32,0.08,0.06,3.55,0.06,0.45,2.47,0.64,0.06,2.38,3.52,1.43,0.15,0.68,0,0.09,0,0,0,0.75,2.56,0.45,0.07,0.17,0,0.19,0.63,0,1.99,0.36,0,0.23,0.08,0.22,0.2,0,1.23,1.72,2.04,0.1,0.41,13.93,0.4,12.6,0.33,1.85,0.37,1.22,7.78,0,0,0,0,1.9,0,0,0.94,0.4,0,7.46,11.46,5.36,0,0.22,0.19,4.73,0.16,1.39,0.69,5.8,1.19,0.17,0,0,2.37,2.33,0,0,1.05,0.16,0.2,2.59,1.44,0.3,0,0.2,0.06,0.06,4.95,2.47,0,0,0.3,0.11,0.2,0.26,3.25,0.53,0,0.25,8.09,0.27,0.08,0,0.24,0.94,0,0.06,1.65,1.37,0.11,0,0.1,3.21,0.06,0.54,0,0.1,0,1.05,0,0.76
Maryland 4th,MD-04,MD,Health care,Immigration,Mental health,Medicare,Abortion,Medicaid,Minimum wage,Social security,Islam,September 11 attacks,0.02,4.91,0.21,0.78,0,0.9,0.05,0.4,0.06,0.23,0.39,0,0.42,1.88,1.28,0.19,1.7,0.99,1.3,0.19,1.07,0.02,0.08,0.07,0.02,0.01,0.3,0.98,0.22,0.01,0.17,0.11,0.11,0.42,0.08,2.33,0.82,0.03,0.58,0.11,0.27,0.14,0,0.61,0.58,1.13,0.29,0.51,11.29,0.35,10.35,0.22,1.95,0.23,1.46,4.08,0.02,0.07,0.03,0,2.27,0.03,0.03,1.48,0.48,0,4.61,5.11,5.27,0.08,0.17,0.34,4.49,0.25,0.8,0.48,1.38,0.76,0.25,0.02,0.02,1.54,1.45,0.04,0.02,0.78,0.07,0.16,2.42,1.9,0.06,0.03,0.05,0,0.07,3.1,1.17,0.05,0,0.01,0.05,0.6,0.26,3.29,0.8,0,0.32,4.15,0.05,0.1,0.09,0.17,0.86,0,0.09,1.92,1.21,0.09,0,0.02,2.44,0.08,0.34,0.12,0.09,0.35,0.24,0.06,1.03
Maryland 5th,MD-05,MD,Health care,Immigration,Mental health,September 11 attacks,Minimum wage,Medicaid,Medicare,Common core,Social security,Abortion,1.17,4.81,0.24,0.77,0.01,1.41,0.04,0.2,0.07,0.21,0.32,0.02,0.31,1.6,1.15,0.59,3.93,5.79,2.6,0.26,1.81,0.02,0.21,0.2,0,0,0.36,1.49,2.14,0,1.66,0.09,0.1,0.56,0.09,3.69,1.51,0,0.46,0.08,0.24,0.12,0,0.73,0.44,2.26,0.34,0.76,15.38,1.1,11.04,0.28,2.27,1.39,2.17,3.61,0,0.01,0,0,1.55,0.03,0.05,0.97,0.43,0,6.22,5.79,8.96,0.01,0.19,0.42,6.59,0.5,0.86,0.25,2.74,0.69,0.15,0.07,0,2.75,3.17,0.01,0.08,0.84,0.51,0.47,2.49,1.41,0.11,0.02,0.09,0.02,0.12,2.82,1.7,0.03,0,0,0.02,0.63,0.06,6.82,0.72,0,0.21,4.9,0.11,0.04,0.05,0.35,1.04,0,0.1,4.02,1.38,0.15,0,0,2.21,0.05,0.41,0.04,0.04,0.15,0.21,0.01,1.01
Maryland 6th,MD-06,MD,Health care,Medicare,Immigration,Social security,Minimum wage,Mental health,Abortion,Medicaid,Islam,Terrorism,1.29,5.75,0.41,0.82,0.01,1.31,3.31,0.12,0.02,0.07,0.14,0.02,0.53,2.23,0.15,0.03,1,3.39,2.01,0.07,0.32,0.02,0.03,0.06,0,0,0.09,0.14,0.42,0,0.03,0.02,0.1,0.17,0.04,1.28,1.35,0.02,0.45,0.73,0.08,0.05,0,1.06,1.05,1.37,0.74,0.15,12.39,0.11,8.78,0.75,2.77,1.78,1.04,3.72,0,0.02,0,0,1.03,0.01,0.31,1.97,0.71,0,4.01,9.44,6.63,0.03,0.06,0.46,7.63,1.1,1,0.12,1.01,0.28,0.32,0,0.01,1.53,1.98,0.02,0.02,0.19,0.09,0.05,2.12,1.7,0.03,0.01,0.03,0,0.01,3.09,0.64,0,0,0,0.01,0.17,0.15,2.71,0.53,0,0.06,7.66,0.01,0.08,0.09,0.03,0.51,0,0.03,3.69,0.6,0.75,0,0,1.21,0.04,0.13,0.02,0.05,0.03,0.08,0.03,2.49
Maryland 7th,MD-07,MD,Health care,Medicare,Immigration,Mental health,Social security,Islam,Medicaid,National Security Agency,Property taxes,Common core,0.56,3.38,0.15,0.55,0.03,1.03,0.04,0.15,0.08,0.25,0.41,0.04,0.26,1.32,1.26,0.12,1.57,4.28,0.74,0.33,0.54,0.04,0.09,0.01,0,0.03,1.15,0.63,0.13,0,0.2,0.18,0.73,0.43,0.18,1.57,0.64,0.05,0.22,0.05,0.23,0.07,0,0.88,0.32,2.37,0.78,1.05,17.9,0.35,9.9,0.85,2.87,0.2,0.88,5.72,0.01,0.03,0.01,0,2.29,0.01,0.02,0.47,1.01,0,4.96,11.08,7.72,0.02,0.14,0.26,2.95,0.22,0.91,0.25,4.57,0.67,1.67,0.06,0,1.31,1.94,0.01,0.02,0.31,0.14,0.2,2.39,2.44,0.56,0.57,0.06,0,0.02,4.36,0.85,0.01,0,0,0.07,0.34,0.09,2.81,0.73,0,0.17,6,0.06,0.6,0.07,0.33,1.22,0,0.03,1.68,1.97,0.1,0,0.01,2.31,0.04,0.25,0.14,0.11,0.15,0.15,0,0.47
Maryland 8th,MD-08,MD,Health care,Immigration,Islam,Medicare,Mental health,Federal reserve system,Social security,Property taxes,Medicaid,Common core,0.22,4.24,0.15,1.06,0.03,1.75,0.16,0.26,0.11,0,0.35,0.06,0.93,3.31,1.12,0.06,3.77,4.78,1.4,0.58,0.81,0.03,0.03,0.03,0,0,0.26,1.46,0.36,0,0.18,0.3,0.51,0.52,0.03,6.17,0.63,0.03,0.63,1.34,0.26,0.2,0,0.77,0.86,1.86,1.43,0.83,14.45,0.59,12.28,0.3,3.83,0.35,1.26,10.03,0,0,0,0,2.15,0,0.2,1.88,0.59,0,5.39,9.05,8.18,0,0.12,0.29,3.82,0.24,1.08,0.58,2.02,1.73,0.15,0,0,1.48,2.32,0,0.03,0.34,0.29,0.11,2.99,2.61,0.33,0.03,0.03,0,0.09,5.92,0.89,0.2,0,0,0.03,0.54,0.4,3.16,0.63,0,0.32,6.15,0.03,0.03,0.03,0.21,2.68,0,0.03,2.29,1.17,0.12,0,0.06,3.92,0,0.51,0.03,0.18,0.26,0.22,0.12,0.61
Maine 1st,ME-01,ME,Health care,Medicare,Immigration,Mental health,Social security,Climate change,Nuclear power,Minimum wage,Obamacare,Abortion,0.9,4.27,0.09,2.14,0.02,0.44,0,0.18,0.01,0.14,0.32,0.01,1.47,0.88,0.7,0.06,5.9,3.61,1.19,0.26,0.09,0,0.08,0.03,0.01,0.01,0.38,2.5,0.18,0.01,0.01,0.07,0.04,0.49,0.03,0.84,1.15,0.01,0.39,0.09,0.09,0.25,0,1.83,0.55,1.11,0.17,0.22,25.75,0.91,8.56,0.18,3.99,0.4,0.96,2.56,0,0.13,0,0,2.72,0,0,0.59,0.18,0,3.74,9.44,7.96,0,0.05,0.27,4.66,0.2,0.84,0.03,0.56,0.55,0.14,0,0,5.01,4.48,0,0.21,1.36,0.04,0.71,2.39,2.73,0.14,0,0,0.01,0.07,3.33,1.86,0.01,0,0,0.17,0.26,0.04,3.85,0.29,0,0.29,6.04,0.09,0.04,0.13,0.63,1.2,0,0.06,1.45,1.03,0.11,0,0.01,2.12,0.03,0.6,0.13,0.09,0.94,0.07,0,1.68
Maine 2nd,ME-02,ME,Health care,Immigration,Medicare,Mental health,Social security,Capital punishment,Minimum wage,ISIS,Abortion,Common core,1.94,4.17,0.1,0.72,0,0.46,0.24,0.41,0,0.05,0.56,0.11,0.38,5.12,0.34,0,3.86,3.87,1.08,0.23,0,0.05,0,0,0,0,0.2,1.27,0.66,0,0.05,0.43,0,0.73,0.05,0.82,1.3,0,1.05,1.02,0.33,0.24,0,1.1,0.1,2.17,0.14,1.11,22.35,1.75,10.41,0.56,0.96,1.58,4.6,1.41,0,0,0,0.05,2.93,0,0,0.89,0.15,0,2.47,9.33,6.99,0.05,0,0.54,4.67,0.1,2.72,0.51,0.05,0.93,0.58,0,0,1.5,1.05,0,0.24,0.85,0.87,0.14,2.3,1.17,0.05,0,0,0,0,1.82,1.55,0,0,0,0,0.39,0.05,2.94,0.19,0,1.54,5.96,0,0.49,0.1,0.84,0.38,0,0,2.54,2.97,0.91,0,0,1.23,0.1,0.29,0,0.18,0.57,0.21,0,1.66
Michigan 1st,MI-01,MI,Health care,Medicare,Mental health,Medicaid,Social security,Minimum wage,Immigration,Planned Parenthood,Abortion,Legality of cannabis,0.67,5.03,0.46,0.37,0,0.82,0,0.99,0.08,0.05,0.53,0,0.1,1.29,0.66,0.09,1.97,4.07,0.85,0.09,0,0,0.04,0,0,0,0.13,0.87,0.23,0,0,0.09,0,0.26,0,1.2,0.57,0,0.53,0.22,0.27,0.22,0,0.45,2.97,1.8,0.49,0.63,14.02,0.09,5.56,0.38,3.79,1.35,1.19,2.93,0,0,0,0.04,4.8,0,0,0.41,0.13,0,9.02,11.89,10.62,0,0.14,0.62,5.8,0.29,2.55,0.39,0.04,0.6,0.18,0,0,1.4,2.26,0,0,0.67,0.04,0.18,1.57,5.22,0.31,0,0,0,0.37,3.63,0.32,0,0,0,0,1.32,0,3.57,0.37,0,0.13,8.41,0.31,0.6,0.43,0,1.75,0,0.04,1.53,1.49,0.42,0,0,1.58,0.15,0.09,0,0.14,0.27,0.5,0,0.13
Michigan 2nd,MI-02,MI,Health care,Medicaid,Social security,Medicare,Abortion,Immigration,First amendment,Minimum wage,Common core,Islam,0.25,7.02,0,0.25,0,1.52,0,0.76,0.25,0,0,0,0.54,1.82,0.26,0,1.57,5.02,1.58,0,0,0,0,0,0,0,0,0.26,0.27,0,0.27,0,0.26,1.52,0,0.75,6.52,0,0.78,0,0.52,0,0,0.75,3.03,1.28,0.49,0.26,14.89,0.26,6.62,0,1.87,0.76,0.75,4,0,0,0,0,3.24,0,0,0,0,0,11.55,9.73,3.3,0,0,0.77,5.12,0,0.8,0,0,0.51,0.26,0,0,1.99,1.54,0,0,0.25,0,0,0.77,2,0,0.26,0,0,0,2.26,0.78,0.26,0,0,0,0.25,0,1.75,0.5,0,0.77,10.18,0,0,0.26,0.26,1.02,0,0,1.48,1.01,0.25,0,0,2,0.27,0,0.26,0.76,0,0,0,0.5
Michigan 3rd,MI-03,MI,Health care,Medicare,Immigration,Medicaid,Mental health,Social security,Abortion,Minimum wage,Islam,Legality of cannabis,0.04,5.12,0.23,0.59,0,1,0.09,0.49,0.01,0.23,0.37,0.01,0.56,1.79,1.07,0.08,1.97,2.03,0.76,0.28,0.54,0.03,0.18,0.08,0,0.03,0.16,0.68,0.28,0,0.21,0.16,0.25,0.72,0.15,1.71,0.56,0.03,0.47,0.23,0.12,0.13,0,0.85,3.17,1.41,0.48,0.43,15.87,0.36,8.54,0.3,2.58,0.31,1.08,3.62,0,0.01,0.01,0.01,3.41,0.01,0.01,0.86,0.25,0,7.32,9.37,7.29,0.04,0.16,0.27,4.88,0.46,1.35,0.07,0.47,0.9,0.34,0,0,1.29,1.91,0.03,0.03,0.53,0.11,0.06,2.28,2.87,0.07,0.04,0,0,0.04,2.85,0.72,0.1,0,0.01,0.06,0.68,0.16,2.5,0.7,0,0.44,6.05,0.04,0.08,0.12,0.24,1.71,0,0.11,1.59,1.24,0.1,0,0,1.96,0.13,0.31,0.17,0.08,0.32,0.22,0,1.37
Michigan 4th,MI-04,MI,Health care,Medicare,Social security,Medicaid,Immigration,Mental health,Abortion,September 11 attacks,Gerrymandering,Minimum wage,1.28,4.28,0.24,0.42,0,0.74,0.04,0.11,0,0.04,0.24,0,0.32,3.1,0.29,0.04,1.37,0.81,0.28,0.17,0.04,0,0,0.04,0,0,0.19,0.89,0.49,0,0.08,0,0.2,0.82,0,1.77,1.32,0.04,0.12,0,0.43,0,0,0.73,3.98,0.63,0.19,0.76,17.97,2.76,6.83,0.28,2.83,0.63,1.04,2.55,0,0.04,0.2,0.04,2.26,0,0,0.31,0,0,8.21,11.61,6.31,0,0.25,0.04,3.9,0.24,1.73,0.04,0.43,0.78,0.28,0,0,0.69,1.5,0.04,0.08,0.46,0.04,0.35,2.64,3.32,0.12,0,0,0,0.19,1.46,0.73,0.24,0,0,0.46,0.62,0.08,4.04,0.58,0,0.16,10.84,0,0.46,0.48,0,1.58,0,0.19,0.72,2.06,0.04,0,0,0.85,0.62,0.11,0,0,0.04,0.25,0,0.63
Michigan 5th,MI-05,MI,Health care,Social security,Medicaid,Medicare,Minimum wage,Tariff,Legality of cannabis,Immigration,Gerrymandering,Abortion,0.46,3.87,0.47,0,0,0.61,0,0,0,0.15,0.31,0,0,1.27,0.49,0,0.96,1.63,0.32,0.32,0.16,0,0,0,0,0,0,1.11,0.8,0,0.16,0.32,0,0.78,0,1.85,0.67,0,0.8,0,0,0.15,0,0.15,4.15,0.63,0.6,0.64,14.4,0.8,4.44,0.17,2.28,0,0.31,2.14,0,0,0,0,4.44,0,0,0.3,0,0,9.19,7.23,3.43,0,0,0.48,6.78,0,0.64,0.16,0.31,0.78,0,0,0,1.52,0.48,0,0,0.61,0,0,1.43,3.83,0,0,0,0,0,3.07,0,0,0,0,0,1.23,0.16,3.57,0.63,0,0.79,10.54,0,0,0,0.16,6.46,0,0,1.22,1.38,0,0,0,1.53,0.17,0,0.48,0,3.38,0.16,0,0.46
Michigan 6th,MI-06,MI,Health care,Medicaid,Medicare,Minimum wage,Immigration,Tariff,Social security,Mental health,September 11 attacks,Abortion,2.57,4.19,0.16,0.16,0,0.37,0.31,0.08,0.23,0.26,0.13,0,0.23,1.53,0.42,0.08,1.59,2.94,1.38,0,0.2,0,0,0,0,0,0,2.47,0.24,0,0.22,0.25,0.52,0.35,0.14,0.39,0.82,0,0.08,0.16,0.71,0.11,0,0.5,2.58,0.51,0,0.73,16.48,0.27,7.2,0.08,1.1,1.42,0.87,2.33,0,0,0,0,3.74,0,0,0.08,0.08,0,13.17,9.61,6.12,0,0.11,0.11,9.43,1.05,2.43,0,0.21,0.64,0.41,0,0,2.22,0.43,0,0,0.31,0.16,0.13,2.3,2.93,0.69,0.51,0,0,0.08,4.01,2.61,0,0,0,0.17,1.7,0.1,4.3,0.42,0,0.19,6.52,0.08,0.08,0.32,0.25,6.85,0,0,1.72,2.17,0.08,0,0,2.24,0.22,0.61,0.14,0,0.87,0.23,0,3.41
Michigan 7th,MI-07,MI,Medicaid,Health care,Social security,Genetically modified organism,Mental health,Medicare,Immigration,Minimum wage,Nuclear power,Legality of cannabis,1.36,2.45,0,0.09,0,0.09,0,0.26,0,0.09,0.54,0,0.1,3.4,0.09,0.09,0.36,2.28,1.82,0.09,1.35,0,0,0,0,0,0,0.18,0.09,0,0,0.28,0.09,0.27,0,0.79,0.47,0,1.43,0.09,0,0.18,0,9.51,3.43,0.27,0.17,0.18,14.78,0.18,6.62,0.09,1.03,1.4,0.53,1.57,0,0.09,0,0,3.47,0,0,0.88,1.28,0,19.57,8.07,8.37,0.09,0,1.52,4.56,1.48,0.37,0,0.18,0.89,0,0,0,3.56,2.4,0,0,1.72,0,0,1.53,3.03,0.27,0,0,0,0,3.39,1.99,0,0,0,0,0.18,0.35,2.21,0.71,0,1.49,11.46,0,0.09,0.09,0,0.98,0,0,0.7,1.06,0,0,0,0.7,0.36,0,0,0,0,0,0,0.44
Michigan 8th,MI-08,MI,Health care,Medicare,Immigration,Social security,Medicaid,Mental health,Abortion,Nuclear power,Legality of cannabis,Income tax,0.21,6.12,0.59,1.25,0,1.05,0.21,0.43,0.08,0.21,0.37,0.01,0.5,4.02,0.85,0.21,1.79,1.46,0.39,0.28,0.28,0.01,0.16,0.03,0,0,0.41,2.35,0.57,0,0.5,0.08,0.22,0.63,0.16,1.95,0.93,0.05,0.16,0.2,0.14,0.23,0,1.3,3.28,1.24,0.35,3.24,16.59,0.18,10.99,0.36,4.84,0.32,1.25,3.75,0,0.02,0,0,5.08,0,0.13,0.54,0.41,0,8.82,13.72,7.62,0.07,0.42,0.22,4.78,0.21,1.61,0.34,0.63,0.47,0.96,0,0,5.61,2.62,0.02,0.07,0.66,0.15,0.07,2.81,2.7,0.01,0.04,0,0.01,0.03,3.31,0.85,0.12,0,0.09,0.14,0.64,0.24,3.84,0.47,0,0.29,10.54,0.06,0.22,0.16,0.06,2.05,0,0.04,1.34,1.43,0.03,0,0,2.01,0.26,0.3,0.04,0.17,0.15,0.19,0,0.84
Michigan 9th,MI-09,MI,Health care,Medicare,Medicaid,Immigration,Social security,Abortion,Islam,Mental health,Minimum wage,September 11 attacks,0.17,5.73,0.21,0.46,0,0.58,0.11,0.83,0.09,0.14,0.33,0,0.43,2.12,0.63,0.11,1.66,1.77,0.77,0.27,0.3,0.01,0.05,0.1,0,0,0.22,1.08,0.26,0.01,0.31,0.07,0.08,0.57,0.04,1.66,0.47,0.06,0.26,0.13,0.31,0.08,0,0.84,3.66,1.04,0.25,0.4,14.43,0.12,7.45,0.26,2.46,0.41,1.21,5.61,0.01,0,0.04,0,3.66,0.01,0,0.82,0.13,0,8.42,11.95,5.28,0.01,0.3,0.37,4.79,0.46,1.07,0.1,0.35,1.07,0.13,0.01,0,1.1,2,0.01,0.02,0.56,0.02,0.29,2.27,2.96,0.04,0.03,0,0,0.06,3.45,0.57,0.54,0,0.01,0.05,0.51,0.13,4.07,0.78,0,0.3,6.71,0.01,0.15,0.11,0.03,1.72,0,0.06,1.84,1.57,0.1,0,0,2.1,0.07,0.59,0.21,0.28,0.24,0.25,0.04,0.53
Michigan 10th,MI-10,MI,Electoral college,Health care,Medicare,Immigration,Medicaid,Abortion,Mental health,September 11 attacks,Social security,Legality of cannabis,0.97,6.59,0.05,0,0,1.67,0,0,0,0.96,0.35,0,0.11,1.4,0.11,0.06,0.96,1.37,2.04,0.12,0.06,0,0.06,0.06,0,0,0,22.28,1.12,0,0,0,0,0.6,0,2,1.53,0.44,1.38,0.53,0.28,0.17,0,0.98,3.03,1.48,0.11,0.11,15.73,0.28,7.21,0.72,3.13,0.52,1.4,2.53,0,0,0,0,5.9,0,0,0.11,0.52,0,6.59,11.59,6.38,0,0.29,0.95,4.58,0.55,1.84,1.98,0.16,3.72,0.34,0,0,0.82,1.46,0,0,0.69,0.48,0.47,3.26,1.76,0.11,0,0.05,0.11,0.91,2.55,0.96,0.06,0,0,0.06,1.14,0,6.19,0.7,0,0.17,6.04,0,0.05,0.06,0,2.36,0,0,1.65,0.65,0.46,0,0,2.58,0.52,1.35,0.06,0,0.22,0,0,0.75
Michigan 11th,MI-11,MI,Health care,Medicare,Immigration,Islam,Social security,Medicaid,Mental health,Property taxes,Income tax,Minimum wage,0.17,3.1,0.1,0.74,0,0.63,0.06,0.38,0.01,0.11,0.44,0.02,0.87,2.06,0.89,0.03,1.95,2.93,0.65,0.34,0.87,0.01,0.1,0.02,0,0,0.27,0.99,0.24,0,0.18,0.08,0.21,0.53,0.15,2.32,0.61,0.01,0.1,0.8,0.12,0.06,0,0.67,2.47,1.47,0.56,0.79,16.58,0.4,9.81,0.37,4.76,0.19,1.27,7.23,0.14,0.06,0,0,3.1,0,0.01,0.67,0.23,0,5.77,11.04,5.51,0.04,0.08,0.63,4.11,1.38,1.08,0.07,0.66,0.66,0.47,0,0,2.11,1.79,0.03,0.06,0.88,0.2,0.11,3.72,1.27,0.14,0,0.02,0.01,0,5.39,0.55,0.19,0,0.03,0.06,0.51,0.18,3.41,0.83,0,0.17,6.77,0,0.17,0.06,0.87,2.65,0,0.07,1.44,1.13,0.1,0,0,2.17,0.05,0.2,0.05,0.06,0.23,0.22,0,0.67
