District,Code,State,FIRST,SECOND,THIRD,FOURTH,FIFTH,SIXTH,SEVENTH,EIGHTH,NINTH,TENTH,2003 Invasion of Iraq,Abortion,Abortion-rights movement,Affirmative action,Agricultural subsidies,Aid,Alternative energy,Anti-abortion movements,Basic income,Body worn video,Campaign finance,Campus sexual assault,Capital gains tax,Capital punishment,Charter schools,Chelsea Manning,Climate change,Common core,Confederate states,Corporate tax,DACA,Dakota Access pipeline,Dream act,Drug policy,Drug testing welfare recipients,Economic stimulus,Edward Snowden,Electoral college,Electoral fraud,Electronic Classroom of Tomorrow,Eminent domain,Equal pay for equal work,Estate tax in the United States,Euthanasia,Executive Order 13769,Federal reserve system,First amendment,Flag desecration,Flags of the confederate states,Free trade,Freedom of religion,Gender identity,Gender workplace diversity,Genetically modified organism,Gerrymandering,Global warming,Government spending,Gun control,Health care,Hydraulic fracturing,Immigration,Immigration to the United States,Income tax,Iraq War,ISIS,Islam,Israel boycott,Joint Comprehensive Plan of Action (Iran Deal),Labor Unions in the United States,Legal history of cannabis in the United States,Legality of cannabis,LGBT adoption rights,LGBT rights,Lobbying,Lockheed Martin F-35,Maternity leave in the United States,Medicaid,Medicare,Mental health,Mexico-United States barrier,Military budget,Military service,Minimum wage,NAFTA,National Debt of the United States,National security,National Security Agency,NATO,Net neutrality,No fly list,North Korea and weapons of mass destruction,Nuclear power,Obamacare,Offshore bank,Offshore drilling,Overtime pay,Paris Agreement,Patriot act,Pensions,Planned Parenthood,Political corruption,Prescription costs,PRISM,Prison overcrowding,Private Prisons,Property taxes,Public transportation,Right to work,Russian interference in the 2016 United States elections,Russian military action in Syria,Safe spaces,Same-sex marriage,Sanctuary cities,September 11 attacks,Sick leave,Single-payer healthcare,Social programs in the United States,Social security,Solitary confinement,Space exploration,Student loans in the United States,Syrian civil war,Tariff,Tax Cuts and Jobs Act of 2017,Term limits in the United States,Terrorism,Torture,TPP,Transgender people in the military,U.S. national anthem protests,United Nations,Vaccine controversies,Voter turnout,Voting age,War in Afghanistan,Welfare,Whistleblower,Women in combat,Women's health
Massachusetts 8th,MA-08,MA,September 11 attacks,Health care,Medicare,Mental health,Immigration,Social security,Pensions,Minimum wage,Federal reserve system,Income tax,0.09,1.05,0.02,0.08,0.01,0.34,0.01,0.02,0.04,0.03,0.13,0.01,0.33,0.63,0.65,0.05,0.92,0.76,0.36,0.23,0.21,0,0.03,0.02,0,0,0.07,0.11,0.05,0,0.06,0.07,0.11,0.09,0.03,1.13,0.38,0.01,0.14,0.02,0.13,0.02,0,0.34,0.26,0.46,0.17,0.05,8.27,0.14,2.75,0.06,1.11,0.18,0.37,0.93,0.01,0.01,0.01,0,0.46,0,0,0.28,0.18,0,0.82,3.03,2.96,0,0.13,0.11,1.43,0.29,0.16,0.09,0.08,0.22,0.06,0,0,0.51,0.59,0.02,0.01,0.18,0.02,0.06,1.68,0.57,0.09,0,0.01,0.01,0.03,0.98,0.62,0.01,0,0.01,0.02,0.3,0.04,19.3,0.3,0,0.14,1.96,0.01,0.06,0.03,0.56,0.83,0,0.01,0.9,0.44,0.11,0,0,1.09,0.01,0.04,0.04,0.14,0.04,0.2,0,0.42
Massachusetts 9th,MA-09,MA,September 11 attacks,Health care,Medicare,Mental health,Immigration,Islam,Minimum wage,Social security,Capital punishment,Abortion,0.34,1.33,0,0.24,0,0.18,0.12,0.05,0,0.04,0.28,0,0.47,1.4,0.78,0,0.6,0.52,0.3,0.09,0.11,0,0,0.12,0,0,0.04,0.32,0.04,0,0.13,0.04,0.06,0.62,0,0.23,0.94,0,0.17,0.18,0.04,0.12,0,0.15,0,0.5,0.07,0.09,7.19,0.39,1.9,0.09,1.25,0.21,0.63,1.56,0,0,0.05,0,0.42,0,0,0.42,0,0,0.77,2.89,2.41,0,0.07,0.14,1.51,0,0.16,0.03,0.03,0.36,0.1,0,0,0.55,0.26,0.11,0,0.12,0.07,0.16,0.79,0.48,0.05,0,0,0,0,0.45,0.39,0.05,0,0,0.09,0.24,0.05,20.29,0.25,0,0.07,1.49,0,0.05,0.09,0.17,1.24,0,0,1.19,0.7,0,0,0,1.02,0.12,0.21,0.03,0.25,0.03,0.05,0,0.58
Maryland 1st,MD-01,MD,September 11 attacks,Health care,Mental health,Medicare,Immigration,Property taxes,Common core,Minimum wage,Medicaid,Abortion,0.52,1.53,0.22,0.14,0,0.33,0,0.01,0,0.03,0.15,0.01,0.29,0.7,0.13,0,1.06,1.97,0.45,0.03,0.01,0,0,0,0,0,0.19,0.1,0.01,0,0.01,0.09,0.13,0.53,0,0.52,1.02,0.01,0.09,0,0.14,0.06,0,0.4,0.21,0.29,0.25,0.15,5.59,0.12,2.5,0.03,0.74,0.22,0.56,0.67,0,0,0.01,0.01,0.41,0,0,0.04,0.32,0,1.62,2.74,2.9,0,0.09,0.56,1.85,0,0.53,0.21,0.52,0.33,0.01,0,0,0.75,0.51,0.01,0.22,0.4,0.04,0.01,0.83,0.55,0,0,0,0,0.03,1.99,0.38,0,0,0,0.12,0.25,0.01,17.42,0.29,0,0.28,1.22,0.04,0.07,0,0.22,0.94,0,0.01,0.6,0.77,0,0,0,1.51,0,0.03,0.01,0.21,0.14,0.29,0.01,0.83
Maryland 2nd,MD-02,MD,September 11 attacks,Health care,Medicare,Mental health,Medicaid,Immigration,Property taxes,Social security,Islam,Abortion,0.23,1.69,0.04,0.12,0,0.39,0.01,0.11,0.02,0.18,0.12,0.02,0.15,0.72,0.5,0.05,0.5,1.08,0.47,0.21,0.17,0,0.01,0.08,0,0,0.1,0.2,0,0,0.12,0.02,0.05,0.3,0.04,0.34,0.36,0.01,0.15,0.03,0.01,0.04,0,0.3,0.12,0.23,0.05,0.11,9.58,0.21,2.2,0.14,0.76,0.24,0.28,1.8,0,0.02,0.01,0,0.3,0.01,0.07,0.33,0.12,0,2.35,4.28,3.5,0.04,0.01,0.15,1.52,0.07,0.26,0.04,1.27,0.28,0.08,0,0,0.6,0.73,0.03,0.01,0.26,0.05,0.04,0.83,1.58,0.01,0.01,0,0,0.01,1.91,0.36,0.01,0,0,0.03,0.32,0.1,14.69,0.66,0,0.07,1.83,0.03,0.11,0.08,0.09,0.95,0,0,1.11,0.35,0.03,0,0,0.63,0.04,0.02,0.02,0.05,0.1,0.09,0,0.37
Maryland 3rd,MD-03,MD,September 11 attacks,Health care,Immigration,Mental health,Medicare,Islam,Minimum wage,Property taxes,National Security Agency,Terrorism,0.21,1.4,0.12,0.12,0,0.16,0.02,0.06,0,0.02,0.56,0,0.76,0.34,0.34,0.04,0.66,1.12,0.68,0.1,0.24,0,0,0.02,0,0,0.27,0.36,0.04,0,0.02,0.02,0.24,0.26,0.21,0.19,0.72,0.02,0.04,0.06,0.04,0.02,0,0.15,0.02,0.33,0.09,0.47,7.47,0.13,4.39,0.07,1.47,0.28,0.36,2.8,0,0,0,0,0.43,0,0.02,0.87,0.57,0,1.67,3,3.19,0.02,0.08,0.15,2.35,0.26,0.28,0.4,1.95,1,0.04,0,0,1.32,0.89,0,0,0.31,0.02,0.07,0.86,0.98,0.04,0,0,0,0.02,2.25,0.82,0,0,0.02,0.2,0.04,0,15.4,0.23,0,0.06,0.98,0.04,0.04,0.02,0.04,0.33,0,0.02,1.83,0.2,0.04,0,0,1.22,0,0.42,0.04,0.07,0.06,0.04,0,0.28
Maryland 4th,MD-04,MD,September 11 attacks,Health care,Mental health,Immigration,Minimum wage,Medicaid,Abortion,Common core,Social security,United Nations,0.19,2.31,0,0,0,0.39,0,0,0,0,0,0,0,0.42,1.19,0,0.56,1.98,1.38,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0.36,0,0.19,0,0.2,0.19,0,0,0,0.38,0,0.96,0,0,8.44,0.19,3.69,0,0.36,0,0,0.93,0,0,0,0,0.39,0,0.19,0,0,0,3.03,1.28,4,0,0,0,3.25,0,0,0,1.45,0.55,0,0,0,0.91,0.55,0,0,0.55,0,0.18,0.75,0.36,0,0.18,0,0,0.19,0.72,0.18,0,0,0,0,0.73,0.19,10.64,0.38,0,0,1.69,0,0.19,0,0,0,0,0,0.56,0,0,0,0.18,1.68,0,0.18,0.55,0,0.18,0,0,0.56
Maryland 5th,MD-05,MD,September 11 attacks,Health care,Immigration,Confederate states,Mental health,Minimum wage,Abortion,Medicaid,Terrorism,Medicare,0.24,2.4,0.03,0.2,0,0.28,0.01,0.04,0.01,0.03,0.05,0.01,0.22,0.63,0.99,0.03,0.21,1.66,2.75,0.06,0.29,0,0.03,0.02,0,0,0.1,0.12,0.01,0,0.03,0.15,0.02,0.53,0.16,0.61,0.35,0.01,0.27,0.05,0.06,0.01,0,0.5,0.05,0.37,0.04,0.07,5.84,0.05,3.06,0.03,0.96,0.43,0.23,1.32,0,0.01,0,0,0.36,0,0,0.23,0.07,0,2.19,1.88,2.66,0.14,0.02,0.07,2.52,0.19,0.22,0.14,0.71,0.16,0.17,0,0,0.7,0.26,0,0,0.54,0.14,0.04,0.84,0.77,0.03,0.01,0,0,0.01,0.79,0.47,0,0,0.01,0.03,0.6,0.14,13.35,0.53,0,0.06,1.05,0,0.03,0.03,0.05,0.73,0,0.01,2.07,0.31,0.02,0,0,0.66,0.01,0.03,0.01,0.16,0.17,0.19,0,0.19
Maryland 6th,MD-06,MD,September 11 attacks,Health care,Medicare,Immigration,Mental health,Minimum wage,Medicaid,Property taxes,Abortion,Social security,0.03,2.01,0,0.11,0.02,0.31,0.03,0.05,0.02,0.07,0.09,0,0.24,0.62,0.39,0.03,0.4,1.04,0.69,0.33,0.33,0,0.08,0.01,0,0.04,0.12,0.16,0.02,0,0.03,0.05,0.08,0.13,0.07,0.89,0.38,0.01,0.19,0.07,0.06,0.03,0,0.37,0.06,0.34,0.09,0.18,7.29,0.22,4.01,0.24,1.27,0.09,0.37,1.58,0,0,0.02,0,0.28,0.02,0.02,0.3,0.1,0,2.63,4.18,3.91,0.03,0.03,0.17,2.67,0.27,0.2,0.14,0.5,0.3,0.07,0.01,0,1.72,0.69,0,0.02,0.38,0.03,0.08,1.13,0.86,0.15,0,0.01,0,0.01,2.13,0.41,0.03,0.02,0.01,0.08,0.21,0.04,15.96,0.27,0,0.16,1.94,0,0.16,0.06,0.03,0.76,0,0.01,0.97,0.6,0.02,0,0.04,1,0.03,0.05,0.02,0.09,0.17,0.08,0,0.69
Maryland 7th,MD-07,MD,September 11 attacks,Health care,Medicare,Immigration,Mental health,Medicaid,Islam,Minimum wage,Social security,Abortion,0.03,2.01,0.04,0.14,0,0.31,0.01,0.07,0.02,0.09,0.12,0,0.24,0.73,0.55,0.03,0.56,1.23,0.61,0.17,0.39,0,0.08,0.03,0,0,0.32,0.15,0.02,0.05,0.04,0.03,0.04,0.11,0.04,0.56,0.3,0.01,0.16,0.06,0.04,0.05,0,0.22,0.09,0.37,0.05,0.11,7.83,0.19,3.62,0.1,1.03,0.15,0.29,2.39,0,0.02,0.01,0,0.38,0.01,0,0.25,0.21,0,3.04,4.66,3.52,0,0.04,0.11,2.08,0.19,0.28,0.27,1.44,0.26,0.07,0,0,0.98,0.87,0.01,0.01,0.16,0.06,0.07,1.43,1.4,0.06,0.02,0.02,0,0.01,1.6,0.58,0.01,0,0.02,0.1,0.29,0.03,13.27,0.29,0,0.12,2.03,0.03,0.06,0.09,0.2,0.85,0,0.01,0.68,0.47,0.04,0,0,0.81,0.06,0.08,0.03,0.04,0.15,0.1,0.01,0.23
Maryland 8th,MD-08,MD,September 11 attacks,Health care,Immigration,Medicare,Property taxes,Mental health,Medicaid,Minimum wage,Social security,United Nations,0.04,1.64,0.05,0.24,0.01,0.38,0.01,0.09,0.04,0.07,0.16,0.02,0.37,0.67,0.37,0.03,1.03,0.75,0.38,0.3,0.46,0.03,0.04,0.05,0,0,0.17,0.46,0.01,0,0.03,0.1,0.12,0.14,0.14,1.1,0.31,0.01,0.09,0.08,0.13,0.06,0,0.38,0.17,0.57,0.17,0.18,7.01,0.12,4.48,0.08,1.27,0.14,0.59,1.84,0.02,0.02,0,0,0.31,0,0.02,0.58,0.19,0,2.38,4.3,3.11,0.04,0.05,0.13,2.16,0.31,0.29,0.33,0.79,0.45,0.14,0,0.02,1.73,0.75,0,0.03,0.22,0.06,0.03,1.51,0.96,0.07,0.01,0.06,0,0.01,3.36,0.5,0.05,0,0.03,0.09,0.27,0.03,15.18,0.46,0,0.13,2.08,0,0.11,0.08,0.24,1.25,0,0.01,1.2,0.36,0.06,0,0,1.89,0.05,0.12,0.07,0.08,0.09,0.44,0,0.45
Maine 1st,ME-01,ME,September 11 attacks,Health care,Medicare,Mental health,Immigration,Planned Parenthood,Social security,Income tax,Minimum wage,Property taxes,0.23,1.25,0.18,0.04,0,0.28,0.01,0.07,0,0.05,0.19,0.01,0.36,0.71,0.35,0.16,1.33,1.06,0.34,0.07,0.02,0,0.01,0,0.03,0,0.23,0.28,0.03,0,0,0,0.06,0.07,0.03,0.36,0.56,0.02,0.33,0.04,0.03,0.07,0,0.56,0.16,0.31,0.01,0.13,7.62,0.16,2.09,0.16,1.62,0.35,0.14,0.75,0,0.03,0,0,0.71,0,0,0.35,0.08,0,0.79,4.26,2.15,0.01,0.06,0.14,1.43,0.23,0.2,0.07,0.1,0.18,0.25,0,0,0.85,0.98,0.03,0.02,0.25,0.19,0.17,1.09,1.69,0,0,0,0,0.03,1.38,1.09,0,0,0,0.05,0.13,0.01,17.93,0.38,0,0.14,1.67,0.08,0.05,0.1,0.01,0.85,0,0.07,1.02,0.46,0.04,0,0.07,0.53,0,0.08,0.03,0.1,0.09,0.09,0,0.38
Maine 2nd,ME-02,ME,September 11 attacks,Health care,Immigration,Mental health,Minimum wage,Property taxes,Medicare,Common core,Abortion,Terrorism,0.34,2.05,0,0.22,0,0.25,0,0.13,0,0.06,0.19,0,0.15,1.26,0.32,0,0.44,2.23,0.21,0,0.25,0,0,0,0,0,0.04,0.16,0,0,0.24,0.06,0.1,0.24,0.02,0.94,0.85,0,0.4,0.12,0.26,0.08,0,0.1,0.57,0.86,0.02,0.66,6.9,0.28,4.7,0.14,1.2,0.14,0.49,1.77,0,0,0,0,0.29,0,0.02,0.06,0.24,0,0.95,2.38,3.4,0,0.11,0.26,2.6,0.09,0.28,0,0.51,0.12,0.02,0,0,0.64,0.38,0,0,0.33,0.02,0.24,0.35,0.69,0,0.04,0,0,0,2.38,0.09,0,0,0,0.02,0.09,0.02,21.34,0,0,0.17,1.84,0,0.12,0.07,0.04,0.62,0,0,1.84,0.83,0.02,0,0.1,0.9,0,0.09,0,0.08,0.11,0.13,0,1.07
Michigan 1st,MI-01,MI,September 11 attacks,Health care,Minimum wage,Medicaid,Medicare,Mental health,Social security,Immigration,Income tax,Pensions,0.35,1.32,0.05,0.46,0,0.15,0.02,0,0.07,0.02,0.02,0.05,0.12,0.49,0.23,0,0.72,0.62,0.92,0.37,0.02,0,0,0.05,0,0.02,0.02,0.44,0,0,0.02,0,0.03,0.22,0,0.56,0.75,0.02,0.2,0.14,0.05,0,0,0.62,0.39,0.26,0.05,0.35,7.2,0.14,1.48,0.05,1.43,0.41,0.2,0.81,0,0,0,0,0.61,0,0.14,0.12,0.05,0,3.43,3.28,3.27,0,0,0.02,3.56,0.16,0.21,0.02,0.16,0.09,0.28,0,0,1.07,0.26,0,0,0.27,0,0.02,1.39,1.18,0,0,0,0,0.02,1.38,0.74,0.02,0.02,0,0.05,0.35,0.16,20.59,0.34,0,0.02,3.19,0,0,0.12,0.02,0.85,0,0.05,0.89,0.55,0.1,0,0,0.79,0.11,0.05,0.05,0.11,0.12,0,0,0.21
Michigan 2nd,MI-02,MI,September 11 attacks,Health care,DACA,Medicaid,Medicare,Minimum wage,Mental health,Tariff,Social security,Terrorism,0.18,1.74,0.11,0,0.07,0.21,0,0.18,0,0,0.07,0,0.3,0.7,0,0,0.48,0.7,0.67,0.07,3.04,0,0.22,0,0.11,0,0.11,1.73,0,0,0,0,0,0.07,0,0.18,0.27,0,0.26,0,0.36,0.22,0,0.4,0.14,0.52,0,0.45,3.83,0.07,0.98,0,1.15,0.17,1.15,1.58,0,0,0,0,0.53,0,0,0.17,0.25,0,2.33,2.22,2.06,0,0.07,0.1,2.13,0,0.48,0.18,0.1,0.45,0,0,0,0.39,0.41,0,0,0.07,0,0.07,0.73,0.38,0.2,0,0,0,0,0.85,0.11,0,0,0,0.07,0.07,0,21,0.4,0,0.38,1.98,0,0,0,0,2.05,0,0,1.86,0.07,0.07,0,0,1.05,0,0,0.11,0,0.87,0.2,0,0.36
Michigan 3rd,MI-03,MI,September 11 attacks,Health care,Medicaid,Medicare,Mental health,Minimum wage,Immigration,Property taxes,Terrorism,Income tax,0.12,1.49,0.06,0.09,0,0.8,0.06,0.13,0.01,0.19,0.02,0,0.2,0.45,0.55,0.01,0.4,1.31,0.41,0.09,0.14,0.01,0.02,0.02,0,0,0.09,0.14,0.02,0,0.06,0.09,0.13,0.31,0.01,0.42,0.55,0.01,0.28,0.07,0.1,0.03,0,0.53,0.22,0.28,0.1,0.18,4.8,0.17,2.19,0.04,1.69,0.27,0.75,0.76,0,0,0.05,0,0.4,0,0,0.19,0.13,0,3.32,2.72,2.66,0.06,0.2,0.19,2.51,0.44,0.35,0.14,0.47,0.17,0.13,0,0.11,0.67,0.46,0.01,0.02,0.4,0.02,0.08,0.96,0.94,0.06,0.02,0,0,0.01,1.86,0.3,0.01,0,0,0.03,0.22,0.03,19.66,0.32,0,0.1,1.66,0.01,0.09,0.1,0.04,1.03,0,0.02,1.73,0.52,0.02,0,0.01,0.68,0.08,0.03,0.09,0.06,0.14,0.09,0,0.34
Michigan 4th,MI-04,MI,September 11 attacks,Health care,Mental health,Medicare,Minimum wage,Medicaid,Islam,Torture,Abortion,Social security,0.75,2.08,0.11,0.05,0,0.52,0.03,0.07,0.02,0.01,0.03,0.01,0.03,0.86,0.14,0,0.21,1.04,0.71,0.02,0.02,0,0.01,0.01,0.01,0,0.08,0.49,0,0,0.01,0.06,0.09,0.26,0,0.56,1.16,0.01,0.05,0.07,0.03,0.07,0,0.11,0.54,0.16,0.02,0.16,5.78,0.11,1.46,0.08,0.92,0.4,0.31,2.46,0,0,0,0,0.38,0,0,0.14,0.21,0,3.2,3.59,5.76,0.02,0.01,0.06,3.36,0.34,0.58,0.04,0.2,0.12,0.12,0,0,0.5,0.99,0,0.05,0.17,0,0.17,1.15,0.6,0,0.01,0,0,0.02,1.71,0.09,0,0,0.01,0.08,0.19,0.15,17.49,0.44,0,0.05,2.06,0,0,0,0.01,1.12,0,0,1.23,2.29,0.01,0,0,0.66,0.13,0,0.01,0.07,0.17,0.09,0,0.13
Michigan 5th,MI-05,MI,September 11 attacks,Health care,Medicaid,Minimum wage,Medicare,Immigration,Abortion,Capital punishment,Mental health,Islam,0.26,3.07,0.27,0.06,0,0.36,0.02,0.08,0.06,0.02,0.02,0,0.04,2.94,0.52,0.04,0.16,0.93,0.2,0.35,0.1,0,0.02,0,0,0,0.1,0.12,0,0,0.04,0.04,0,0.33,0,0.33,0.19,0,0.14,0.02,0,0,0,0.39,0.1,0.17,0.24,0.06,9.19,0.06,3.24,0.02,0.77,0.3,0.47,1.79,0,0,0,0,0.56,0,0,0.13,0.12,0,5.01,3.53,2.76,0,0.06,0.48,3.91,0.09,0.15,0.06,0.19,0.04,0.02,0,0,0.39,0.17,0,0,0.19,0.02,0.06,1.45,1.15,0.02,0,0.04,0,0.02,1.48,0.17,0.02,0.02,0,0.02,0.59,0,16.23,0.04,0,0.06,1.56,0.02,0.06,0.04,0.04,0.3,0,0,1.39,0.17,0,0,0,0.17,0.12,0,0.48,0.02,0.06,0.75,0,0.15
Michigan 6th,MI-06,MI,September 11 attacks,Health care,Mental health,Medicare,Minimum wage,Medicaid,Social security,Immigration,Women's health,Islam,0.58,1.12,0,0.29,0,0.43,0,0.05,0,0.23,0.03,0.04,0.27,0.55,0.41,0.07,0.16,0.77,0.28,0.04,0.29,0.06,0.06,0,0,0.01,0.09,0.11,0,0,0.01,0.01,0.01,0.09,0.01,0.41,0.38,0.05,0.19,0.03,0.07,0.03,0,0.59,0.1,0.35,0.04,0.21,4.42,0.05,1.58,0.06,0.7,0.81,0.29,1.26,0,0.01,0,0,0.83,0,0,0.51,0.13,0,2.39,2.74,2.78,0,0.01,0.04,2.39,0.21,0.36,0.01,0.27,0.26,0.03,0,0,0.64,0.51,0,0,0.22,0.02,0.45,1.1,0.65,0.23,0.02,0,0,0,1.15,0.74,0.04,0,0,0.03,0.14,0.03,21.91,0.2,0,0.17,1.94,0.02,0.03,0.03,0.18,0.95,0,0.2,1.22,0.28,0.02,0,0,0.41,0,0.02,0,0.82,0.03,0.12,0,1.31
Michigan 7th,MI-07,MI,September 11 attacks,Health care,Medicare,Mental health,Islam,Medicaid,Immigration,Abortion,Minimum wage,Social security,0.07,1.85,0.06,0.26,0,0.19,0.06,0.25,0.64,0,0.13,0,0.25,0.65,0.2,0,0.25,0.85,0.26,0.07,0.06,0,0,0,0,0,0.06,0.45,0,0.07,0.19,0,0,0.32,0.06,0.76,1,0.06,0,0,0.58,0,0,0.25,0.13,0.67,0.18,0.24,8.78,0.12,2.81,0.43,1.08,0.06,0.91,3.04,0,0,0,0,0.45,0,0,0.24,0.06,0,3,4.13,4.04,0,0,0.12,1.79,0.73,0.44,0,0,0.18,0.06,0,0,0.78,0.79,0,0,0.42,0,0.06,0.68,0.36,0.06,0,0,0,0,0.77,0.12,0,0,0,0,0.24,0,21.03,0.13,0,0.3,1.6,0,0.19,0,0.12,1.57,0,0,0.86,0.49,0.06,0,0,1.05,0.06,0,0,0.06,0.24,0.06,0,0.37
Michigan 8th,MI-08,MI,September 11 attacks,Health care,Medicare,Mental health,Immigration,Medicaid,Minimum wage,Social security,Islam,Property taxes,0.08,1.46,0.02,0.24,0.02,0.43,0.07,0.16,0.01,0.07,0.1,0.08,0.44,0.57,0.31,0.01,1.01,0.73,0.55,0.33,0.17,0,0.05,0.02,0,0.01,0.13,0.21,0.06,0.01,0.06,0.03,0.01,0.45,0.07,0.51,0.29,0.06,0.3,0.12,0.11,0.06,0,0.38,0.12,0.78,0.33,0.08,6.44,0.23,2.79,0.18,1.32,0.17,0.45,1.82,0,0,0,0,0.35,0,0.05,0.33,0.18,0,2.73,3.74,2.97,0.01,0.14,0.17,2.38,0.63,0.31,0.06,0.27,0.48,0.22,0,0,1.53,0.46,0.02,0.04,0.28,0.02,0.04,0.76,1.08,0.03,0,0,0.01,0,1.55,0.39,0.01,0.01,0.04,0.05,0.19,0.02,16.61,0.24,0,0.22,2.23,0.02,0.1,0.03,0.07,0.98,0,0,0.75,0.59,0.1,0,0.01,1.25,0.04,0.03,0.01,0.02,0.09,0.25,0.01,0.48
Michigan 9th,MI-09,MI,September 11 attacks,Health care,Medicaid,Minimum wage,Medicare,Mental health,Islam,Abortion,Immigration,Social security,0.07,2.11,0.07,0.12,0,0.39,0.01,0.14,0.02,0.1,0.03,0,0.09,0.78,0.46,0.01,0.18,0.75,0.45,0.13,0.11,0.01,0.01,0.01,0,0,0.15,0.18,0.02,0,0.02,0.02,0.03,0.17,0.04,0.51,0.3,0.01,0.21,0.07,0.05,0,0,0.46,0.17,0.25,0.05,0.28,5.26,0.06,1.83,0.03,0.85,0.17,0.42,2.14,0,0.01,0.01,0,0.42,0,0,0.18,0.21,0,4.08,2.71,2.19,0.02,0.05,0.08,3.61,0.66,0.39,0.04,0.19,0.23,0.09,0,0,0.56,0.51,0.01,0,0.37,0.03,0.04,1.17,0.74,0.02,0.03,0,0,0.02,1.55,0.1,0.06,0,0.02,0.01,0.25,0.01,16.37,0.07,0,0.06,1.78,0.05,0.05,0.04,0.1,1,0,0.01,1.04,0.41,0,0,0,0.45,0.02,0.06,0.01,0.12,0.15,0.12,0,0.16
Michigan 10th,MI-10,MI,September 11 attacks,Mental health,Health care,Medicaid,Medicare,Minimum wage,Social security,Immigration,United Nations,Islam,0.34,0.53,0,0.02,0,0.08,0.02,0.04,0,0,0.02,0,0.08,0.26,0.38,0.04,0.14,0.84,0.28,0.08,0.14,0,0,0.02,0,0,0.02,0.38,0,0,0,0,0.02,0.12,0.04,0.25,0.17,0,0.04,0.02,0.02,0.02,0,0.16,0.08,0.09,0.02,0.08,4.32,0.04,1.62,0.02,0.42,0.37,0.58,1.41,0,0,0,0,0.14,0,0,0.09,0.87,0,3.38,3.24,4.87,0,0.02,0.41,2.41,0.23,0.09,0.06,0.46,0.09,0.04,0,0,0.22,0.17,0,0,0.44,0.04,0,1,0.34,0.02,0,0,0,0.02,1.19,0.13,0,0,0.02,0,0.13,0,16.26,0.18,0,0.35,2.18,0.02,0.06,0,0.06,0.65,0,0,1.38,0.8,0,0,0,1.46,0,0.02,0,0.02,0.08,0.06,0,0.15
Michigan 11th,MI-11,MI,September 11 attacks,Health care,Medicare,Medicaid,Property taxes,Immigration,Mental health,Minimum wage,Social security,Islam,0.04,1.49,0.03,0.11,0,0.24,0.01,0.08,0.03,0.03,0.09,0,0.38,0.56,0.71,0.01,0.34,0.7,0.4,0.25,0.35,0,0.01,0.02,0,0,0.14,0.23,0,0,0.09,0.04,0.06,0.16,0.05,0.79,0.25,0.01,0.13,0.09,0.08,0.01,0,0.35,0.16,0.39,0.07,0.15,7.26,0.09,2.57,0.1,1.45,0.1,0.4,1.82,0,0.01,0,0,0.41,0,0.01,0.19,0.25,0,2.87,3.65,2.55,0.01,0.06,0.14,2.25,1.37,0.23,0.06,0.13,0.2,0.15,0.01,0,0.64,0.61,0,0.01,0.35,0.05,0.03,1.24,0.62,0.03,0.02,0,0,0.01,2.58,0.25,0.03,0,0.03,0.03,0.19,0.03,15.53,0.21,0,0.05,2.23,0,0.05,0.08,0.39,1.76,0,0.02,0.71,0.37,0.05,0,0.02,0.73,0.01,0.05,0.03,0.02,0.29,0.1,0,0.25
Michigan 12th,MI-12,MI,September 11 attacks,Health care,Mental health,Immigration,Medicare,Medicaid,Islam,Abortion,Property taxes,Minimum wage,0.02,1.69,0.06,0.24,0.03,0.48,0.04,0.06,0.07,0.03,0.07,0.05,0.38,0.79,0.36,0.04,0.83,0.63,0.44,0.26,0.2,0.01,0.01,0.04,0,0,0.12,0.21,0.03,0,0.04,0.04,0.1,0.16,0.12,0.74,0.33,0,0.23,0.06,0.07,0.14,0,0.41,0.37,0.51,0.24,0.21,10.5,0.35,3.2,0.13,1.36,0.19,0.38,2.22,0.12,0.06,0.04,0,0.39,0.01,0.03,0.37,0.93,0,3.06,3.11,3.73,0.01,0.07,0.19,1.56,0.42,0.31,0.15,0.32,0.36,0.22,0,0,0.78,0.73,0.01,0.12,0.25,0.07,0.17,1.15,1.53,0,0,0,0,0.01,1.69,0.48,0.12,0,0.06,0.06,0.37,0.09,13.03,0.19,0,0.14,1.43,0.02,0.04,0.16,0.18,1.41,0,0.03,0.74,0.62,0.1,0,0,1.43,0.05,0.14,0.03,0.07,0.13,0.1,0,0.72
