District,Code,State,FIRST,SECOND,THIRD,FOURTH,FIFTH,SIXTH,SEVENTH,EIGHTH,NINTH,TENTH,2003 Invasion of Iraq,Abortion,Abortion-rights movement,Affirmative action,Agricultural subsidies,Aid,Alternative energy,Anti-abortion movements,Basic income,Body worn video,Campaign finance,Campus sexual assault,Capital gains tax,Capital punishment,Charter schools,Chelsea Manning,Climate change,Common core,Confederate states,Corporate tax,DACA,Dakota Access pipeline,Dream act,Drug policy,Drug testing welfare recipients,Economic stimulus,Edward Snowden,Electoral college,Electoral fraud,Electronic Classroom of Tomorrow,Eminent domain,Equal pay for equal work,Estate tax in the United States,Euthanasia,Executive Order 13769,Federal reserve system,First amendment,Flag desecration,Flags of the confederate states,Free trade,Freedom of religion,Gender identity,Gender workplace diversity,Genetically modified organism,Gerrymandering,Global warming,Government spending,Gun control,Health care,Hydraulic fracturing,Immigration,Immigration to the United States,Income tax,Iraq War,ISIS,Islam,Israel boycott,Joint Comprehensive Plan of Action (Iran Deal),Labor Unions in the United States,Legal history of cannabis in the United States,Legality of cannabis,LGBT adoption rights,LGBT rights,Lobbying,Lockheed Martin F-35,Maternity leave in the United States,Medicaid,Medicare,Mental health,Mexico-United States barrier,Military budget,Military service,Minimum wage,NAFTA,National Debt of the United States,National security,National Security Agency,NATO,Net neutrality,No fly list,North Korea and weapons of mass destruction,Nuclear power,Obamacare,Offshore bank,Offshore drilling,Overtime pay,Paris Agreement,Patriot act,Pensions,Planned Parenthood,Political corruption,Prescription costs,PRISM,Prison overcrowding,Private Prisons,Property taxes,Public transportation,Right to work,Russian interference in the 2016 United States elections,Russian military action in Syria,Safe spaces,Same-sex marriage,Sanctuary cities,September 11 attacks,Sick leave,Single-payer healthcare,Social programs in the United States,Social security,Solitary confinement,Space exploration,Student loans in the United States,Syrian civil war,Tariff,Tax Cuts and Jobs Act of 2017,Term limits in the United States,Terrorism,Torture,TPP,Transgender people in the military,U.S. national anthem protests,United Nations,Vaccine controversies,Voter turnout,Voting age,War in Afghanistan,Welfare,Whistleblower,Women in combat,Women's health
North Carolina 13th,NC-13,NC,Health care,Immigration,September 11 attacks,Medicare,Mental health,Tariff,Medicaid,Nuclear power,Abortion,Property taxes,0.05,4.62,0.17,0.05,0,0.55,0.05,0.14,0,0,0.21,0,0.39,1.94,3.77,0.05,2.1,4.14,1.21,0.45,0.79,0.06,0.22,0.11,0.05,0,0.22,1.12,0.05,0,0.34,0.05,0.22,0.65,0.05,1.83,0.97,0.05,0.33,0.21,0.93,0,0,0.83,0.9,2.59,0.37,0.67,16.17,0.27,11.41,0.57,1.68,0.57,1.04,3.84,0,0,0.05,0,1.1,0,0,0.16,0.21,0,5.08,6.31,6.16,0.11,0.21,0.42,2.9,0.33,0.66,0.38,1.11,0.58,0.05,0,0,4.64,1.16,0,0,0.73,0.05,0.21,1.47,1.22,0.05,0.11,0,0.11,0.21,4.19,0.26,0.16,0,0.84,0.21,0.22,3.27,7.26,0.42,0,0.61,3.88,0.05,0.26,0.11,0.05,5.1,0,0.05,1.45,1.06,0.06,0,0,3.11,0,0.16,0.32,0.16,0.32,0.16,0.05,0.74
North Dakota At-Large,ND-AL,ND,Health care,Nuclear power,Medicare,Mental health,September 11 attacks,Social security,Income tax,United Nations,Immigration,2003 Invasion of Iraq,4.25,2.42,0.15,0.53,0,0.63,0.06,0.35,0.02,0.07,0.1,0.04,0.33,0.91,0.21,0,0.41,0.3,0.3,0.09,0.12,0.02,0,0.13,0.02,0,0.11,0.23,0,0,0.09,0.12,0.21,0.23,0.02,0.43,0.69,0,0.09,0.5,0.43,0.04,0,0.53,0.04,0.58,0.19,0.43,25.39,0.19,4.61,0.35,5.31,0.1,4.21,3.21,0,0.04,0.02,0,0.85,0,0,0.37,0.15,0,3.01,9.57,7.65,0,0.08,0.1,1.36,0.25,0.26,0.02,0.32,0.23,0.21,0,0,9.66,1.05,0,0,0.53,0.08,0.06,0.9,2.61,0.08,0,0,0,0.02,3.9,0.67,0.1,0,0,0,0.65,4.24,7.28,0.2,0,0.2,6.14,0.02,0.18,0.1,0.14,2.45,0,0.02,0.73,0.79,0.09,0,0.02,5.19,0.04,0.04,0.02,0.06,0.1,0.34,0,0.19
Nebraska 1st,NE-01,NE,Health care,Mental health,Medicare,Medicaid,Immigration,September 11 attacks,Social security,Abortion,Minimum wage,United Nations,0.22,4.25,0.08,0.25,0.08,0.6,0.15,0.21,0.01,0.05,0.26,0.03,0.54,2.27,0.13,0.05,1.09,0.63,0.88,0.1,0.54,0.13,0.16,0.06,0.12,0.01,0.44,0.92,0.14,0,0.19,0.13,0.17,0.3,0.05,2.09,0.57,0.06,0.31,0.27,0.09,0.06,0,0.38,0.1,1.26,0.22,0.67,16.57,0.22,7.13,0.21,2.31,0.52,1.48,3.04,0,0.12,0.01,0,0.97,0.01,0.02,0.72,0.58,0,7.23,7.34,7.66,0.01,0.34,0.89,4.05,0.61,0.79,0.27,1.51,3.4,2,0.12,0,1.51,1.84,0,0.01,0.22,0.06,0.27,2.41,2.44,0.14,0.02,0.47,0.03,0.25,2.67,0.43,0.07,0,0.25,0.21,0.78,0.12,6.21,0.49,0,0.6,4.75,0.19,0.34,0.23,0.18,2.69,0,0.02,1.92,1.01,0.16,0,0,3.71,0.15,0.22,0.16,0.01,0.22,0.24,0.04,1.26
Nebraska 2nd,NE-02,NE,Health care,Medicare,Medicaid,Mental health,Immigration,September 11 attacks,Abortion,Social security,Minimum wage,Tariff,0.02,3.83,0.17,0.3,0.06,0.66,0.07,0.55,0.03,0.2,0.15,0.02,0.79,2.15,0.4,0.05,1.06,0.89,0.78,0.24,0.62,0.03,0.05,0.04,0.02,0.02,0.4,0.7,0.03,0,0.27,0.17,0.3,0.63,0.11,1.54,0.77,0.08,0.38,0.17,0.1,0.1,0,0.55,0.19,0.81,0.18,0.51,15.75,0.26,6.04,0.2,2.18,0.25,0.82,2.4,0.01,0.01,0.03,0,1.02,0.03,0.02,0.34,0.24,0,6.96,7.85,6.42,0.06,0.18,0.45,3.12,0.43,0.53,0.23,0.78,0.41,0.16,0.01,0.02,1.64,1.27,0.01,0.01,0.52,0.06,0.2,2.02,2.36,0.04,0.02,0.01,0.16,0.06,2.47,0.84,0.09,0,0.05,0.05,0.63,0.11,4.48,0.32,0,0.2,3.55,0.18,0.13,0.17,0.19,2.88,0,0.06,1.44,1.06,0.07,0,0.02,2.3,0.06,0.28,0.07,0.08,0.33,0.41,0.02,0.78
Nebraska 3rd,NE-03,NE,Health care,Medicaid,Medicare,Mental health,September 11 attacks,Immigration,Tariff,Genetically modified organism,United Nations,Minimum wage,0.17,2.45,0.17,0.17,0,0.69,0,0.66,0,0.18,0,0,0.18,1.84,0.35,0.17,0.35,1.76,0.53,0,0.66,0,0,0,0,0,0.17,1.01,0,0,0,0.72,0.17,0,0.34,0.5,0.51,0.17,0.17,0,0.17,0,0,3.82,0.85,1,0,0.16,19.61,0,4.35,0,2.69,0.17,0.5,1.77,0,0,0,0,0.84,0,0,0.66,0,0,8.71,8.51,7.98,0,0,0.17,3.61,0.18,0.87,0.18,0.5,0.51,0.34,0,0,1.49,2.35,0,0,1.17,0.17,0,2.01,1.01,0,0.17,0,0,0,1.89,0.49,0,0,0,0,0.84,0.17,5.02,0.17,0,0.53,3.3,0.17,0.99,0.17,0.17,3.83,0,0,1.32,0.68,0,0,0,3.75,0,0.17,0.17,0,0.51,0,0,0.18
New Hampshire 1st,NH-01,NH,Health care,Medicare,September 11 attacks,Mental health,Immigration,Medicaid,Social security,Abortion,Minimum wage,Property taxes,0.69,3.5,0.27,0.43,0,0.11,0.05,0.22,0,0,0.22,0,0.99,2.09,2.1,0,1.13,2.21,1.24,0.16,0.28,0,0,0,0,0,0.14,0.15,0.67,0,0.1,0.06,0.34,0.22,0.05,1.84,0.71,0,0.27,0.05,0.06,0.45,0,0.93,0.22,0.74,0.05,0.27,14.43,0.17,4.8,0,1.54,0.27,0.63,0.82,0,0.35,0,0,1.78,0,0,0.05,0.36,0,4.17,10.11,6.65,0,0.7,0.27,2.77,0.5,0.38,0,0.55,0.52,0.05,0,0,2.15,1.09,0.05,0.11,0.12,0.19,0.06,1.71,1.84,0,0.09,0,0.05,0,2.66,0.86,0.06,0,0.29,0.28,0.19,0.06,6.65,0.78,0,0.48,3.96,0,0,0,0.06,2.65,0,0,1.08,0.87,0.16,0,0.05,1.32,0.05,0.06,0.06,0,0.11,0.05,0,0.78
New Hampshire 2nd,NH-02,NH,Health care,September 11 attacks,Iraq War,Mental health,Social security,Medicare,Minimum wage,Property taxes,Federal reserve system,Abortion,1.54,3.97,1.09,0.5,0,0.9,0.08,0.03,0.1,0.07,0.03,0,0.79,2.18,0.94,0,2.1,3.23,0.75,0.72,0.25,0,0,0.11,0.01,0,0.14,1.36,0.03,0,0.11,0.11,0.15,0.23,0.12,4.13,1.31,0.03,0.36,0.25,0.3,0.7,0,0.92,0.21,0.51,0.14,0.24,23.03,0.24,3.37,0.05,2.18,6.63,0.75,2.68,0,0.19,0,0,2.88,0,0.05,0.11,0.42,0,3.03,6.1,6.41,0,0.11,0.04,4.98,0.27,0.47,0.33,0.36,0.94,0.13,0.22,0,0.48,2.45,0,0,0.37,0.33,0.04,2.62,3.05,0.07,0,0,0,0.21,4.24,2.15,0,0,0,0.05,0.63,0.05,7.8,0.47,0,1.5,6.18,0.01,0,0.04,0.26,3.35,0,0.03,1.41,0.8,0.15,0,0,2.98,0.05,0.11,0.15,1.88,0.13,0.17,0,0.91
New Jersey 1st,NJ-01,NJ,Health care,Medicare,Mental health,Immigration,Pensions,Medicaid,September 11 attacks,Social security,Property taxes,Islam,0.07,3.47,0.13,0.28,0,1.07,0.07,0,0,0.07,0.26,0,0.57,1.06,2.21,0.07,0.42,1.46,0.97,0.29,0.8,0,0,0,0,0,0.34,0.46,0,0,0.21,0.33,0.27,0.2,0,2.63,0.75,0,0.41,0.07,0.21,0,0,0.52,0.33,0.53,0,0.13,18.93,0.34,6.6,0.19,2.44,0.65,1.05,4.33,0,0,0,0,2.97,0,0,0.66,0.07,0,5.96,15.4,9.4,0,0,0.46,3.72,0.21,0.48,0.07,0.34,0.53,0.13,0.07,0,0.66,1.59,0,0.07,0.72,0.2,0.27,6.2,2.26,0.13,0.07,0.14,0,0.07,4.34,0.98,0,0,0.07,0,1.2,0.07,5.69,2.43,0,0.35,5.67,0.07,0.13,0.07,0.26,2.88,0,0,1.96,1.55,0,0,0,2.98,0,0.13,0.2,0.07,0.34,0.14,0,0.74
New Jersey 2nd,NJ-02,NJ,Health care,Medicare,Mental health,Medicaid,September 11 attacks,Charter schools,Abortion,Social security,Islam,Immigration,0.29,6.17,0,0.1,0.11,0.57,0,0.19,0,0.09,0.31,0,0.52,1.58,6.76,0.52,1.02,1.9,1.43,0.34,0.72,0,0.1,0,0,0,0.11,1.11,0,0,0,0.1,0.21,0.58,0,1.56,2.21,0,0.43,0.09,0.37,0,0,0.19,0.09,0.39,0.3,0.09,16.18,0.2,5.69,0.18,3.35,0.28,0.74,5.77,0,0.09,0,0,5.29,0,0,0.4,0,0,7.95,9.55,8.65,0.09,0.38,0.1,3.56,0.31,0.21,0.09,0.29,0.49,0.09,0,0,2.74,1.25,0,0,1.02,0,0.39,5.54,3.73,0,0,0,0.11,0,3.41,0.68,0,0,0,0,0.38,0,7.01,1.02,0,0.41,5.89,0,0.09,0.09,0.1,2.32,0,0,1.81,0.87,0,0,0,1.99,0,0.1,0.21,0.27,0.59,0.39,0,2.18
New Jersey 3rd,NJ-03,NJ,September 11 attacks,Health care,Mental health,Common core,Social security,Medicare,Tariff,Minimum wage,Abortion,Medicaid,0.21,4.77,0.2,0.2,0,0,0,0,0,0,0.71,0,0.21,1.92,0.83,0,0,7.29,2.31,0.43,0.91,0,0.43,0.21,0,0,0,0,0.71,0.2,0,0.2,0.22,0.41,0,1.1,0.41,0,1.78,0,0.74,0,0,0.4,0,1.2,0,0.9,9.59,0.21,2.65,0,2.71,0.92,0.4,2.22,0,0,0,0,1.39,0,0,0.59,0.92,0,4.14,6.4,8.27,0,0.2,0.71,5.43,0.21,0.21,0,0,0.6,0,0,0,1.1,1.12,0,0,1.42,0,0.4,3.42,3.69,0,0,0,0,0,3.6,0.99,0,0,0,0,1.44,0.2,10.48,3.02,0,0.64,6.68,0,0,0,0,5.52,0,0.2,2.9,1.53,0,0,0,1.83,0,0,0,0,0,0,0,0.2
New Jersey 4th,NJ-04,NJ,Health care,Medicare,September 11 attacks,Immigration,Mental health,Social security,Medicaid,Pensions,Property taxes,Tariff,0.44,3.52,0.09,0.22,0,0.79,0.1,0.23,0.03,0.2,0.19,0.16,0.9,2.04,1.71,0.03,0.84,1.82,0.74,0.27,0.51,0.13,0.05,0.02,0,0,0.22,0.83,0.03,0,0.06,0.07,0.28,0.43,0.09,1.59,0.7,0.01,0.23,0.31,0.04,0.07,0,1,0.12,0.52,0.13,0.56,12.02,0.24,6.82,0.25,2.37,0.37,1.01,3.14,0.02,0.02,0.03,0,3.77,0,0.03,0.43,0.19,0,4.95,8.73,5.73,0.08,0.06,0.36,3.53,0.31,0.65,0.17,0.39,0.29,0.2,0,0,0.91,1.6,0.01,0.09,0.56,0.05,0.57,4.72,1.63,0.21,0.12,0,0,0.01,3.9,0.61,0,0,0.03,0.1,0.74,0.08,7.94,1.11,0,0.15,4.99,0.13,0.16,0.1,0.15,3.89,0,0.04,2.13,1.06,0.15,0,0.13,3.55,0.05,0.2,0.45,0.11,0.3,0.15,0,1.04
New Jersey 5th,NJ-05,NJ,Health care,September 11 attacks,Medicare,Immigration,United Nations,Mental health,Minimum wage,Medicaid,Property taxes,Pensions,0.29,3.56,0.05,0.41,0,0.54,0.06,0.4,0,0.05,0.05,0.07,0.4,1.62,2.08,0.22,1.17,2.02,0.51,0.12,0.62,0,0.39,0,0,0,0.17,0.61,0.06,0.06,0,0.1,0.29,0.43,0.32,1.4,0.44,0,0.18,0.05,0,0.05,0,0.45,0.29,0.79,0.06,0.35,16.83,0.4,7.9,0.46,2.3,0.2,0.36,3.46,0.05,0,0,0,4,0,0,0.29,0.18,0,5.23,11.05,5.9,0.11,0.21,0.21,5.9,0.33,0.74,0.07,0.42,0.54,0.16,0,0,1.73,1.34,0,0,0.83,0.29,0.22,4.87,3.4,0.21,0.05,0,0,0,5.03,0.86,0,0,0,0,0.22,0,11.89,1.83,0,0.62,3.57,0,0.18,0.1,0.28,3.54,0,0,2.57,1.45,0.07,0,0,6.54,0,0.13,0.19,0,0.36,0.28,0,1.01
New Jersey 6th,NJ-06,NJ,Immigration,Health care,September 11 attacks,Medicare,Mental health,Islam,Medicaid,United Nations,Pensions,Abortion,0.13,4.63,0.21,0.37,0,0.96,0.02,0.25,0.02,0.07,0.15,0.01,0.42,1.19,3.25,0.12,0.93,2.53,0.54,0.22,0.89,0.02,0.14,0.13,0,0.01,0.38,0.63,0.02,0,0.14,0.15,0.19,0.46,0.07,1.5,0.45,0,0.17,0.1,0.16,0.1,0,0.8,0.17,0.82,0.31,0.6,12.65,0.51,13.09,0.37,2.5,0.21,0.65,5.91,0.01,0.02,0,0,2.23,0.07,0.02,0.58,0.2,0,5.43,6.62,6.16,0.03,0.04,0.32,4.46,0.99,0.39,0.11,0.42,0.69,0.15,0,0,1.03,1.32,0,0.11,0.42,0.07,0.21,4.74,2.94,0.09,0,0.01,0,0,3.08,1.23,0,0,0.02,0.03,0.68,0.03,8.65,1.4,0,0.15,4,0.04,0.14,0.13,0.79,3.76,0,0.01,1.23,1.03,0.22,0,0.01,5.3,0.03,0.08,0.08,0.16,0.41,0.41,0,0.66
New Jersey 7th,NJ-07,NJ,Health care,Immigration,Medicare,United Nations,September 11 attacks,Mental health,Medicaid,Islam,Property taxes,Pensions,0.18,3.87,0.14,0.14,0,1.01,0,0.37,0,0,0.04,0,0.76,1.89,2.27,0.06,1.08,2.24,0.75,0.8,0.57,0,0,0,0,0,0.42,0.59,0.04,0,0.29,0.7,0.35,0.39,0.4,2.46,0.96,0,0.27,0.69,0.29,0.18,0,0.43,0.23,0.66,0.22,1.05,13.94,0.18,10.91,0.26,3.3,0.35,0.94,4.42,0.04,0,0,0,3.31,0,0.04,0.11,0.21,0,4.66,10.24,4.77,0.19,0.24,0.28,3.53,0.59,0.74,0.12,0.81,0.56,0.23,0,0,1.35,1.31,0,0,0.54,0.07,0.76,4.06,1.93,0.15,0.06,0,0,0,4.11,1.69,0.04,0,0,0,1.7,0.06,7.57,1.34,0,0.62,3.55,0,0.11,0.11,0.2,2.51,0,0.06,3.06,1.53,0.12,0,0.15,7.61,0.04,0.1,0.07,0.04,1.49,0.54,0.04,0.36
New Jersey 8th,NJ-08,NJ,Immigration,United Nations,September 11 attacks,Health care,Islam,Property taxes,Terrorism,Abortion,Medicare,Minimum wage,0.14,4.57,0.18,0.36,0,0.48,0.05,0.12,0.01,0.06,0.08,0,0.39,2.17,2.2,0.04,0.8,1.82,0.75,0.27,0.89,0,0.02,0.01,0.01,0.05,0.35,0.22,0.06,0,0.14,0.26,0.07,0.36,0.07,1.84,1.48,0.02,0.43,0.23,0.27,0.06,0,0.84,0.17,0.82,0.1,0.35,8.04,0.38,12.32,0.35,1.8,0.31,2.39,6.22,0,0.25,0.01,0,2.18,0,0.04,0.47,0.26,0,4.17,4.44,4.06,0.14,0.11,0.85,4.29,0.35,0.43,0.17,0.24,0.52,0.08,0,0,1.11,0.82,0,0.05,0.45,0.12,0.11,3.96,1.05,0.1,0.02,0,0.03,0,5.31,2.27,0.13,0,0.2,0.02,0.79,0.04,8.74,0.92,0,0.3,3.04,0.04,0.02,0.02,0.21,3.3,0,0.06,5.15,1.77,0.07,0,0,10.08,0.01,0.06,0.08,0.02,0.33,0.11,0.03,0.96
New Jersey 9th,NJ-09,NJ,Medicare,Health care,Immigration,United Nations,Medicaid,September 11 attacks,Charter schools,Mental health,Abortion,Islam,0.02,5.64,0.04,0.2,0,0.99,0,0.09,0.05,0.15,0.08,0,0.39,0.96,7.48,0.17,0.77,3.46,0.78,0.59,1.64,0,0.09,0.02,0,0,0.21,0.33,0.08,0,0.09,0.13,0.25,0.92,0.17,1.34,0.89,0,0.15,0.21,0.23,0.06,0,0.92,0.15,0.52,0.15,0.39,13.5,0.26,11.31,0.14,1.82,0.6,0.72,5.23,0,0,0.05,0,1.66,0,0.02,0.6,0.11,0,8.65,19.04,6.21,0,0.06,0.26,4.49,0.23,0.47,0.11,0.26,0.64,0.4,0,0,0.8,1.87,0,0.04,0.65,0,0.08,3.98,3.75,0.06,0.02,0,0,0,4.79,1.57,0,0.02,0,0.04,0.52,0,8.56,1.46,0,0.45,4.06,0,0.04,0.06,0.39,4.71,0,0,1.53,0.74,0.16,0,0,9.79,0,0.08,0.02,0,0.47,0.27,0,0.75
New Jersey 10th,NJ-10,NJ,Immigration,Health care,September 11 attacks,United Nations,Mental health,Medicare,Abortion,Medicaid,Pensions,Islam,0.09,5.37,0.17,0.52,0.01,0.85,0.13,0.18,0.01,0.12,0.17,0.06,0.56,1.48,3.52,0.03,1.09,2.5,0.84,0.37,1.16,0,0.16,0,0,0,0.14,0.32,0.02,0,0.2,0.16,0.16,0.42,0.11,1.99,0.98,0.01,0.27,0.22,0.16,0.1,0,0.96,0.29,0.97,0.18,0.53,12.83,0.27,13,0.4,2.29,0.29,1.18,4.64,0,0.08,0,0,3.03,0,0.06,0.51,0.17,0,5,5.71,6.25,0.05,0.19,0.24,3.83,0.69,0.45,0.15,0.42,0.42,0.14,0.01,0.03,1.08,1.37,0.01,0.12,0.53,0.1,0.29,4.7,3.64,0.08,0,0,0.06,0.01,4.32,1.41,0.09,0.01,0.04,0.04,0.66,0.08,9.27,0.9,0,0.57,3.02,0.03,0.09,0.16,0.2,4.15,0,0.02,2.04,0.89,0.04,0,0.02,7.31,0.01,0.35,0.1,0.02,0.36,0.1,0.01,0.77
New Jersey 11th,NJ-11,NJ,Medicare,Health care,Offshore drilling,September 11 attacks,Immigration,Abortion,Property taxes,Capital punishment,Common core,Minimum wage,0,7.1,0,0,0,0,0,0.85,0,0,0,0,0,5.13,1.76,0,0.9,4.46,0.9,0,1.69,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,1.68,0,0,0,0,0.89,0,0,0,0,2.56,0,0,15.24,0,7.69,0,1.71,0,0,3.6,0,0,0.9,0,3.43,0,0,0,3.43,0,4.25,16.25,4.24,0,0,0,4.37,0,0.88,0,0,0.86,0.85,0,0,1.69,0.87,0,10.13,0,0,0,0.85,0,0,0,0,0,0,6.95,2.56,0,0,0.91,0,1.72,0,7.75,2.56,0,0,2.51,0,0,0,0,4.25,0,0,0.84,1.72,0,0,0,2.65,0,0,0,0,0,1.77,0,1.68
New Jersey 12th,NJ-12,NJ,Health care,Immigration,Medicare,United Nations,September 11 attacks,Mental health,Islam,Pensions,Tariff,Medicaid,0.2,4.4,0.26,0.71,0.03,1.19,0.07,0.36,0.11,0.11,0.29,0.14,0.57,2.02,2.61,0.06,1.69,3.07,1.02,0.48,0.93,0,0.1,0.16,0,0,0.7,0.82,0.09,0.01,0.1,0.27,0.24,0.79,0.12,2.68,0.93,0,0.3,0.32,0.25,0.24,0,1.25,0.3,1.07,0.16,0.74,17.32,0.34,10.8,0.4,2.69,0.43,1.24,5.21,0.03,0.02,0.01,0.03,2.36,0.06,0.06,0.67,0.39,0,4.69,7.3,6.7,0.1,0.19,0.33,4.09,0.9,0.71,0.26,0.64,1.07,0.11,0.04,0,1.71,1.99,0,0.11,0.44,0.26,0.16,4.93,2.69,0.16,0.03,0.02,0.01,0.11,3.8,1.15,0.12,0,0.05,0.06,0.85,0.09,6.97,1.34,0,0.3,3.42,0.05,0.13,0.15,0.29,4.78,0,0.07,2,0.92,0.28,0,0,7.14,0.08,0.23,0.05,0.12,0.44,0.25,0,0.78
New Mexico 1st,NM-01,NM,Health care,Medicaid,Medicare,Abortion,Social security,Mental health,Charter schools,Immigration,September 11 attacks,Nuclear power,0.43,7.33,0.17,0.65,0.13,0.85,0.04,0.08,0.01,0.06,0.2,0.01,0.42,1.37,5.24,0.01,0.59,4.23,1.75,0.06,0.95,0.01,0.03,0.03,0,0,0.2,0.22,0.01,1.6,0.16,0.15,0.31,0.67,0.05,1.99,0.39,0.25,0.66,0.16,0.09,0.03,0,1.45,0.23,0.79,0.17,0.53,12.66,0.65,5.07,0.21,2.16,0.31,0.6,1.96,0,0,0,0,1.09,0,0,0.16,0.74,0,9.45,8.02,5.73,0.03,0.05,0.17,3.42,0.1,0.23,0.23,0.47,0.81,0.8,0,0,4.52,0.94,0,0.03,0.76,0.01,0.05,1.26,3.01,0.03,0,0.04,0.13,0.02,2.9,1.35,0.29,0,0,0.13,0.33,0.17,4.95,0.26,0,0.79,6.06,0.02,0.41,0.08,0.06,2.44,0,0.02,1.52,1.25,0.28,0,0.14,2.25,0.03,0.31,0.03,0.03,0.08,0.19,0,1.16
New Mexico 2nd,NM-02,NM,Medicaid,Health care,Medicare,Mental health,Immigration,Common core,September 11 attacks,Minimum wage,Social security,Abortion,0.21,3.26,0.09,0.08,0,0.94,0.25,0.26,0.13,0,0.17,0,0.27,2.86,0.88,0,0.4,6.38,1.48,0.13,1.1,0,0,0.13,0.2,0,0.72,0.34,0,0.98,0.09,0.09,0.17,0.48,0.09,1.16,0.78,0.08,0.39,0.13,0.39,0.08,0,1,0.04,0.92,0.3,0.91,12.65,0.52,7.22,0.33,2.26,0.33,0.83,1.59,0,0,0.04,0,1.5,0,0,0.42,0.29,0,12.91,8.06,7.88,0.21,0.08,1.89,6.08,1.16,0.57,0.26,0.7,0.67,0.29,0,0,1.54,1.01,0,0.12,0.5,0.04,0.17,2.3,0.55,0.04,0.08,0,0.17,0.04,1.89,1.03,0,0,0,0.04,0.72,0.13,6.29,0.17,0,0.75,4.02,0,0.08,0.21,0.38,2.96,0,0.08,1.86,2.1,0.04,0,0.09,1.29,0.09,0.16,0,0.04,0.35,0.39,0,0.63
New Mexico 3rd,NM-03,NM,Health care,Medicaid,Immigration,Mental health,Medicare,September 11 attacks,Social security,Common core,Minimum wage,Confederate states,0.16,2.77,0.12,0.19,0.02,0.8,0.02,0.26,0.02,0.22,0.38,0.02,0.27,1.89,2.06,0.04,0.88,4.1,3.58,0.42,1.26,0.1,0.25,0.14,0,0,0.26,0.4,0.05,0.56,0.17,0.13,0.15,0.46,0.11,1.11,1.14,0.3,0.28,0.13,0.22,0.33,0,0.76,0.08,1.2,0.11,0.47,16.34,0.69,9.96,0.63,1.89,0.23,0.37,2.09,0,0,0.05,0,1.14,0,0.02,0.47,0.3,0,12.63,9.1,9.16,0.06,0.18,0.54,4.07,0.36,0.74,0.4,0.23,0.26,0.14,0,0,2.78,1.1,0,0.14,0.6,0.02,0.04,1.51,2.8,0.26,0.14,0.02,0,0,2.22,1.61,0.09,0,0.37,0.07,0.84,0.13,6.99,0.24,0,0.32,4.39,0.02,0.12,0.13,0.08,1.72,0,0.04,1.52,0.98,0.11,0,0,2.31,0.16,0.43,0.27,0.05,0.25,0.18,0,1.71
Nevada 1st,NV-01,NV,Health care,Medicaid,Immigration,Medicare,Mental health,September 11 attacks,Minimum wage,Social security,Abortion,Islam,0.05,3.86,0.15,0.35,0,0.65,0.1,0.16,0.04,0.17,0.15,0.04,0.64,1.82,1.78,0.04,0.78,2.05,0.75,0.33,1.35,0,0.15,0.06,0.02,0.01,0.26,0.73,0.05,0,0.16,0.12,0.1,0.61,0.12,1.01,0.98,0.03,0.28,0.13,0.31,0.11,0,0.64,0.3,0.74,0.09,0.42,10.56,0.21,7.86,0.15,1.85,0.18,0.84,2.51,0.01,0.01,0.02,0,1.63,0.01,0.05,0.43,0.27,0,10.06,6.59,6.48,0.06,0.09,0.32,4.35,0.57,0.35,0.2,0.59,0.44,1.21,0.03,0,2.28,1.21,0.02,0.07,0.78,0.07,0.25,1.97,2.31,0.09,0.02,0.01,0.03,0.03,2.19,1.63,0.12,0,0.02,0.04,0.68,0.12,4.78,0.3,0,0.53,4.1,0.08,0.13,0.09,0.12,2.47,0,0.06,1.49,0.98,0.07,0,0,2.21,0.04,0.27,0.14,0.07,0.58,0.22,0.01,0.93
Nevada 2nd,NV-02,NV,Health care,Medicare,Medicaid,Mental health,Immigration,Minimum wage,September 11 attacks,Abortion,Social security,Pensions,0.45,4.87,0.04,0.25,0.01,0.34,0.04,0.53,0.03,0.53,0.14,0.01,0.43,0.83,1.2,0.02,1.12,1.96,0.84,0.18,0.64,0.01,0.01,0.01,0,0,0.15,1.42,0.41,0,0.04,0.04,0.09,0.3,0.11,0.64,1.15,0.02,0.52,0.06,0.03,0.06,0,2.12,0.12,0.87,0.12,0.18,11.56,0.17,6.57,0.17,3.34,0.07,0.77,1.44,0,0,0,0,0.44,0.02,0.03,0.37,0.76,0,10.29,10.51,8.07,0.02,0.49,0.57,5.22,0.25,0.26,0.58,0.24,0.29,1.14,0.02,0,2.33,1.47,0.07,0.44,2.11,0.03,0.04,3.39,1.84,0.01,0.01,0.02,0,0.45,2.32,1.41,0.09,0.01,0.02,0.09,0.69,0.01,5.13,0.2,0,0.16,4.58,0.42,0.1,0.02,0.2,2.18,0,0.04,2.25,0.96,0.04,0,0,1.58,0.05,0.09,0,0.44,0.69,0.58,0.02,1.9
